id,word,pos,ua,definitionUa,semantic_fidelity,idiomatic_ukrainian,grammar_morphology_syntax_punctuation_word_order,pos_alignment,learner_register,russianism_surzhyk_calque_risk,ua_definition_consistency,pedagogical_accuracy,ui_formatting_integrity,pass_a_disposition,category,confidence,rationale,proposed_target,proposed_value
SB-0774,miracle,n.,чудо,"Подія, яка здається незрозумілою за законами природи і тому вважається надприродною за походженням.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0775,misery,n.,страждання,Велике нещастя; сильний біль тіла або розуму; убогість; дистрес; горе.,PASS,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,PASS,P2,learner-register,medium,«Біль тіла або розуму» and unexplained «дистрес» are unnatural learner-facing Ukrainian.,definitionUa,"Сильне фізичне або душевне страждання, горе чи крайнє нещастя."
SB-0776,misleading,adj.,оманливий,"Оманливий або схильний вводити в оману чи створювати хибне враження, навіть якщо технічно відповідає дійсності.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0779,mobility,n.,мобільність,Здатність до пересування; здатність до руху.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0782,modification,n.,модифікація,Результат модифікації чогось; нову або змінену форму.,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,Accusative «нову або змінену форму» does not agree with nominative «результат».,definitionUa,Зміна чогось або результат такої зміни; нова чи змінена форма.
SB-0784,monk,n.,чернець,"Чоловічий член чернечого ордену, який присвятив своє життя релігійному служінню.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0787,motive,n.,мотив,"Стимул діяти певним чином; причина або емоція, яка спонукає щось зробити; все, що спонукає до вибору дії.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0788,motorist,n.,автомобіліст,"Той, хто керує транспортним засобом.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0789,municipal,adj.,муніципальний,"Муніципалітет або пов’язаний з муніципалітетом (місто чи корпорація, яка має право керувати місцевим урядом).",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,pos-alignment,high,The definition begins with the noun municipality instead of defining the adjective municipal.,definitionUa,"Пов’язаний з містом, громадою або органом місцевого самоврядування."
SB-0790,mutual,adj.,взаємний,"Маючи однакові відносини, один до одного.",PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,"«Маючи однакові відносини, один до одного» is grammatically broken and not an adjective definition.",definitionUa,"Спільний для двох чи більше сторін або такий, що діє взаємно."
SB-0791,namely,adv.,а саме,Зокрема; тобто.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0792,nationwide,adj.,загальнонаціональний,Поширюється на всю націю.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0794,neglect,"v., n.",нехтувати,Не дбати про щось або не звертати уваги.,DEFECT,PASS,PASS,DEFECT,PASS,PASS,DEFECT,DEFECT,PASS,P1,pos-alignment,high,"The source is noun and verb, but ua and the definition cover only the verb.",ua+definitionUa,ua: нехтування; нехтувати | definitionUa: Брак належної уваги чи догляду; також не дбати або не звертати уваги.
SB-0795,neighbouring,adj.,сусідній,Розташований поруч або поблизу іншого місця чи території.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0796,nest,n.,гніздо,"Споруда, побудована птахом як місце для висиджування яєць і вирощування молодняку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0799,niche,n.,ніша,"Будь-яка позиція можливостей, для якої вона добре підходить, наприклад певний ринок у бізнесі.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The pronoun «вона» has no valid antecedent and the definition is not usable Ukrainian.,definitionUa,"Спеціалізована сфера або позиція, що добре відповідає певним здібностям чи потребам, зокрема сегмент ринку."
SB-0800,noble,adj.,благородний,"Наявність почесних якостей; мати моральну висоту та свободу від будь-чого дрібного, підлого чи сумнівного в поведінці та характері.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,DEFECT,PASS,P1,pos-alignment,high,The definition alternates between a noun phrase and an infinitive instead of defining the adjective.,definitionUa,"Такий, що має високі моральні якості й не виявляє ницості чи підлості."
SB-0801,nod,v.,кивати,"Нахилити голову вгору-вниз, щоб показати згоду.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0802,nominate,v.,номінувати,"Назвати когось кандидатом на певну роль або посаду, включно з посадою.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0806,non-profit,adj.,неприбутковий,"Організація або діяльність, основною метою якої не є отримання прибутку.",PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The definition names an organization or activity instead of directly defining the adjective.,definitionUa,"Такий, основною метою якого не є отримання прибутку."
SB-0807,nonsense,n.,нісенітниця,"Те, що є дурним, нелогічним і позбавленим будь-якого сенсу, причини чи цінності; те, що не має сенсу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0808,noon,n.,полудень,"Час доби, коли здається, що Сонце досягає найвищої точки на небі; сонячний полудень.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0810,notably,adv.,особливо,Як яскравий приклад; помітним чином.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0811,notify,v.,повідомляти,Повідомити (когось) (про якусь подію).,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0812,notorious,adj.,горезвісний,Про особу чи організацію: загально чи широко відома чимось негативним; сумно відомий.,PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,The definition mixes feminine and masculine agreement and handles person and organization inconsistently.,definitionUa,Широко відомий чимось поганим або ганебним.
SB-0821,odds,n.,шанси,"Відношення ймовірності події до ймовірності того, що вона не відбудеться.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0822,offering,n.,пропозиція,"Акт, за допомогою якого щось пропонується.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0823,offspring,n.,потомство,дочка чи син людини; дитина людини.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts with a lowercase letter.,definitionUa,Дочка або син людини; її дитина чи нащадок.
SB-0825,opt,v.,обирати; робити вибір,Вибирати; вибрати.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0827,optimism,n.,оптимізм,"схильність очікувати найкращого або, принаймні, сприятливого результату",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,P2,ui-formatting,medium,The definition starts lowercase and lacks terminal punctuation.,definitionUa,Схильність очікувати найкращого або принаймні сприятливого результату.
SB-0833,outing,n.,виїзд,Прогулянка або екскурсія.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0837,outsider,n.,сторонній,"Той, хто не є частиною спільноти чи організації.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0839,overly,adv.,надмірно,У надмірній мірі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0842,overwhelm,v.,переповнювати,Емоційно долати.,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,sense-coverage,medium,"The definition covers only emotional overwhelm and omits being overcome by quantity, force, or demands.",definitionUa,"Повністю долати силою, кількістю або сильними емоціями."
SB-0845,parameter,n.,параметр,"Значення, яке залишається постійним під час експерименту, рівняння, розрахунку чи подібного, але змінюється в інших версіях експерименту, рівняння, розрахунку тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0846,parental,adj.,батьківський,Що стосується одного з батьків.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0847,parish,n.,парафія,"Адміністративна частина єпархії, яка має власну церкву.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0848,parliamentary,adj.,парламентський,"З, пов’язані з парламентом або ухвалені ним.",PASS,DEFECT,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P1,grammar-syntax,high,"«З, пов’язані з парламентом» is a malformed fragment with number disagreement.",definitionUa,"Пов’язаний із парламентом, здійснюваний або ухвалений ним."
SB-0852,passive,adj.,пасивний,Піддаватися дії без реакції.,PASS,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,P2,pos-alignment,medium,The adverbial participle «Піддаватися» does not directly define the adjective.,definitionUa,"Такий, що не діє активно або не чинить опору."
SB-0853,pastor,n.,пастор,Хтось із духовною владою над групою людей.,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Хтось із духовною владою» is vague and does not identify a pastor as a Christian minister.,definitionUa,"Християнський священнослужитель, який очолює громаду або опікується нею."
SB-0854,patch,n.,латка,"Шматок тканини або іншого відповідного матеріалу, пришитий або іншим чином закріплений на одязі, щоб відремонтувати або зміцнити його, особливо на старому одязі, щоб закрити дірку.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0856,pathway,n.,шлях,Пішохідна доріжка або інший шлях чи доріжка.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0859,peak,n.,пік,"Найвище значення, досягнуте певною величиною за період часу.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0860,peasant,n.,селянин,"Член нижчого соціального класу, який працює на землі, складається з дрібних фермерів і орендарів, пайовиків, батраків та інших робітників на землі, де вони утворюють основну робочу силу в сільському господарстві та садівни...",DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,P1,ui-truncation,high,The learner-facing definition is physically truncated at «садівни...» and is incomplete.,definitionUa,"Представник сільського населення, який обробляє землю, зазвичай дрібний землероб або орендар."
SB-0864,personnel,n.,персонал,"Група людей в організації, як-от співробітники та офісний персонал, військовослужбовці тощо.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0865,petition,n.,петиція,"Офіційний письмовий запит, зроблений окремою особою чи групою людей до суверенної чи політичної влади, який часто містить багато підписів, із проханням про якусь благодать, право, милосердя або виправлення якоїсь кривди чи...",DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,DEFECT,P1,ui-truncation,high,The learner-facing definition is physically truncated at «кривди чи...» and is incomplete.,definitionUa,"Офіційне письмове звернення до влади з проханням про дію або зміну, часто підписане багатьма людьми."
SB-0868,physician,n.,лікар,"Лікар, який отримав підготовку в медицині.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0871,pirate,n.,пірат,"Злочинець, який грабує на морі; зазвичай нападають на торговельні судна, хоча часто грабують портові міста.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,The definition shifts from singular «злочинець» to plural «нападають» without an antecedent.,definitionUa,"Злочинець, який нападає на судна або прибережні місця й грабує їх."
SB-0872,pit,n.,яма,Яма в землі.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,DEFECT,PASS,P2,pedagogical-definition,medium,«Яма — яма в землі» is circular and adds no usable explanation.,definitionUa,Глибоке заглиблення або отвір у землі.
SB-0873,plea,n.,прохання,"Звернення, прохання, настійна молитва чи благання.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0877,plunge,v.,зануритися,"Пірнати, стрибати або кидатися (у воду або якусь рідину); занурюватися.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0879,poll,n.,опитування,"Опитування людей, зазвичай зі статистичним аналізом для оцінки ширшої громадської думки.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0880,pond,n.,ставок,"Внутрішня водойма зі стоячою водою, природна чи створена людиною, менша за озеро.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0882,portfolio,n.,портфоліо,"Група інвестицій та інших активів, якими володіє інвестор.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0883,portray,v.,зображувати,"Грати роль; для зображення персонажа, людини, ситуації чи події.",PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,DEFECT,PASS,P1,grammar-syntax,high,«Для зображення» breaks the infinitive definition and the noun/verb coverage is not stated coherently.,definitionUa,"Зображувати людину, персонажа, ситуацію чи подію, зокрема грати роль у виставі або фільмі."
SB-0886,practitioner,n.,практик,"Людина, яка займається професією чи мистецтвом, особливо правом чи медициною.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0887,preach,v.,проповідувати,Проголошувати публічним дискурсом; виголошувати в проповіді чи офіційній релігійній промові.,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0888,precedent,n.,прецедент,"Дія в минулому, яку можна використати як приклад, щоб допомогти визначити результат подібних випадків у майбутньому.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0890,predator,n.,хижак,"Будь-яка тварина чи інший організм, який полює та вбиває інші нерослинні організми (їхню здобич), головним чином для їжі.",PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,clean-candidate,none,high,"Fresh affirmative Pass-A review found the English sense, POS, Ukrainian pair, register, pedagogy, and UI presentation aligned on every rubric axis.",,
SB-0892,predominantly,adv.,переважно,Переважним чином. Найчастіше або часто з великим відривом.,PASS,DEFECT,DEFECT,PASS,PASS,PASS,PASS,PASS,PASS,P2,grammar-syntax,medium,«Переважним чином» is awkward and the second sentence is a fragment.,definitionUa,Головним чином; здебільшого або у значно більшій мірі.
