id,bucket,source,disposition,category,headword,pos,ua,definitionUa,rationale,confidence,reviewer_agree
SB-0888,d_clean,clean-pool,clean,,precedent,n.,прецедент,"Дія в минулому, яку можна використати як приклад, щоб допомогти визначити результат подібних випадків у майбутньому.",,medium,
SB-0890,d_clean,clean-pool,clean,,predator,n.,хижак,"Будь-яка тварина чи інший організм, який полює та вбиває інші нерослинні організми (їхню здобич), головним чином для їжі.",,medium,
SB-0892,d_clean,clean-pool,clean,,predominantly,adv.,переважно,Переважним чином. Найчастіше або часто з великим відривом.,,medium,
SB-0894,d_clean,clean-pool,clean,,prejudice,n.,упередження,"Негативне судження чи думка, сформовані заздалегідь або без знання фактів.",,medium,
SB-0895,d_clean,clean-pool,clean,,preliminary,adj.,попередній,"При підготовці до основної справи; початковий, вступний, підготовчий.",,medium,
SB-0896,d_clean,clean-pool,clean,,premier,n.,прем'єр,Глава уряду в парламенті та лідер кабінету.,,medium,
SB-0899,d_clean,clean-pool,clean,,prescribe,v.,призначати,Замовити (лікарський засіб або медичний пристрій) для використання конкретним пацієнтом (за ліцензією).,,medium,
SB-0900,d_clean,clean-pool,clean,,prescription,n.,рецепт,"Письмове розпорядження від уповноваженого практикуючого лікаря про надання ліків або інше лікування, наприклад (офтальмологічне) спеціальні лінзи, необхідні для пари окулярів.",,medium,
SB-0903,d_clean,clean-pool,clean,,preside,v.,головувати,Діяти як президент або голова.,,medium,
SB-0904,d_clean,clean-pool,clean,,presidency,n.,президентство,Посада або роль президента.,,medium,
SB-0905,d_clean,clean-pool,clean,,presidential,adj.,президентський,Що стосується президента чи президентства.,,medium,
SB-0906,d_clean,clean-pool,clean,,prestigious,adj.,престижний,Високого престижу.,,medium,
SB-0907,d_clean,clean-pool,clean,,presumably,adv.,мабуть,Здатний бути розумно припущеним.,,medium,
SB-0910,d_clean,clean-pool,clean,,prevalence,n.,поширеність,Якість або умова переважання; широке розширення або поширення.,,medium,
SB-0911,d_clean,clean-pool,clean,,prevention,n.,профілактика,"Будь-які заходи, спрямовані на обмеження ризиків для здоров’я (такі як інформаційні кампанії, вакцинація, рання діагностика тощо).",,medium,
SB-0912,d_clean,clean-pool,clean,,prey,n.,здобич,"Жива істота, зазвичай тварина, яку їсть інша жива істота.",,medium,
SB-0914,d_clean,clean-pool,clean,,privatization,n.,приватизація,Передача компанії або організації з державної власності та контролю в приватну.,,medium,
SB-0915,d_clean,clean-pool,clean,,privilege,n.,привілей,"Конкретна користь, перевага або послуга; право чи імунітет, яким користуються одні, але не інші; прерогатива, пільговий режим.",,medium,
SB-0917,d_clean,clean-pool,clean,,problematic,adj.,проблематичний,Постановка проблеми; мати або страждати від проблеми(-й):,,medium,
SB-0919,d_clean,clean-pool,clean,,proceeds,n.,доходи,Дохід; валовий дохід.,,medium,
SB-0920,d_clean,clean-pool,clean,,processing,n.,обробка,"Дія пошуку, зберігання, класифікації, обробки, передачі тощо даних, особливо за допомогою комп’ютерних технологій.",,medium,
SB-0921,d_clean,clean-pool,clean,,processor,n.,процесор,"Пристрій, який обробляє, змінює щось (комп’ютерний процесор, кухонний комбайн тощо).",,medium,
SB-0924,d_clean,clean-pool,clean,,productivity,n.,продуктивність,"Стан продуктивності, плідності або ефективності.",,medium,
SB-0925,d_clean,clean-pool,clean,,profitable,adj.,прибутковий,Отримання прибутку.,,medium,
SB-0928,d_clean,clean-pool,clean,,prominent,adj.,видатний,"Ймовірно, приверне увагу своїм розміром або розташуванням; помітний.",,medium,
SB-0930,d_clean,clean-pool,clean,,propaganda,n.,пропаганда,"Агітація, реклама, публічна комунікація, спрямована на вплив на аудиторію та просування порядку денного.",,medium,
SB-0936,d_clean,clean-pool,clean,,prosperity,n.,процвітання,Умова процвітання: наявність удачі та багатства.,,medium,
SB-0937,d_clean,clean-pool,clean,,protective,adj.,захисний,Служить або призначений для захисту.,,medium,
SB-0938,d_clean,clean-pool,clean,,protocol,n.,протокол,"Набір формальних правил, що описують, як передавати або обмінюватися даними, особливо через мережу.",,medium,
SB-0939,d_clean,clean-pool,clean,,province,n.,провінція,"Адміністративний підрозділ деяких країн, зокрема Канади та Китаю.",,medium,
SB-0943,d_clean,clean-pool,clean,,psychiatric,adj.,психіатричний,Психіатрія або пов'язана з нею.,,medium,
SB-0944,d_clean,clean-pool,clean,,pulse,n.,пульс,"Зазвичай регулярне серцебиття відчувається, коли артерії поблизу шкіри (наприклад, на шиї чи зап’ясті) стиснуті, спричинене серцем, що прокачує через них кров.",,medium,
SB-0949,d_clean,clean-pool,clean,,quota,n.,квота,"Зазначене число або відсоток, який може служити, наприклад, максимумом, мінімумом або ціллю.",,medium,
SB-0952,d_clean,clean-pool,clean,,rage,n.,лють,Сильний неконтрольований гнів.,,medium,
SB-0955,d_clean,clean-pool,clean,,ranking,n.,рейтинг,Відносне розміщення в списку.,,medium,
SB-0956,d_clean,clean-pool,clean,,rape,"n., v.",зґвалтування,Примушувати (когось) до статевого акту чи інших сексуальних дій без його згоди.,,medium,
SB-0957,d_clean,clean-pool,clean,,ratio,n.,співвідношення,"Число, що представляє порівняння між двома названими речами.",,medium,
SB-0959,d_clean,clean-pool,clean,,ray,n.,промінь,Промінь світла або випромінювання.,,medium,
SB-0963,d_clean,clean-pool,clean,,rear,"adj., n.",задній,"Задня або крайня задня частина; те, що позаду, або останнє за порядком.",,medium,
SB-0965,d_clean,clean-pool,clean,,reassure,v.,заспокоювати,Запевнити заново; відновити довіру до; звільнитися від страху чи невпевненості в собі.,,medium,
SB-0966,d_clean,clean-pool,clean,,rebel,n.,повстанець,"Людина, яка чинить опір встановленій владі, часто насильницький.",,medium,
SB-0967,d_clean,clean-pool,clean,,rebellion,n.,повстання,Збройний опір встановленому уряду чи правителю.,,medium,
SB-0968,d_clean,clean-pool,clean,,recipient,n.,одержувач,"Той, хто отримує.",,medium,
SB-0969,d_clean,clean-pool,clean,,reconstruction,n.,реконструкція,"Дія реконструкції чогось, не обов’язково до попереднього стану.",,medium,
SB-0970,d_clean,clean-pool,clean,,recount1,v.,докладно розповідати; переказувати,Докладно розповідати про подію або послідовність подій.,,medium,
SB-0971,d_clean,clean-pool,clean,,referendum,n.,референдум,Пряме всенародне голосування щодо запропонованого закону чи конституційної поправки.,,medium,
SB-0972,d_clean,clean-pool,clean,,reflection,n.,відображення,Акт відображення або стан відображення.,,medium,
SB-0974,d_clean,clean-pool,clean,,refuge,n.,притулок,"Місце, що забезпечує безпеку, захист або притулок.",,medium,
SB-0975,d_clean,clean-pool,clean,,refusal,n.,відмова,Акт відмови.,,medium,
SB-0977,d_clean,clean-pool,clean,,regardless,adv.,незалежно,Не звертаючи уваги на; ігнорування.,,medium,
SB-0979,d_clean,clean-pool,clean,,regulator,n.,регулятор,"Пристрій, який контролює або обмежує щось.",,medium,
SB-0980,d_clean,clean-pool,clean,,regulatory,adj.,регулятивний,Регулювання чи відношення до нього.,,medium,
SB-0981,d_clean,clean-pool,clean,,rehabilitation,n.,реабілітація,Процес реабілітації когось або чогось.,,medium,
SB-0983,d_clean,clean-pool,clean,,rejection,n.,відмова,Акт відхилення.,,medium,
SB-0984,d_clean,clean-pool,clean,,relevance,n.,релевантність,Властивість або стан релевантності чи доречності.,,medium,
SB-0987,d_clean,clean-pool,clean,,remainder,n.,залишок,"Частина або частини, що залишилися після того, як деякі були видалені або вже виникли.",,medium,
SB-0990,d_clean,clean-pool,clean,,reminder,n.,нагадування,"Хтось або щось, що нагадує.",,medium,
SB-0993,d_clean,clean-pool,clean,,renew,v.,відновити,Знову робити (щось) нове; для відновлення свіжості або початкового стану.,,medium,
SB-0995,d_clean,clean-pool,clean,,rental,n.,оренда,Плата за оренду чогось.,,medium,
SB-0996,d_clean,clean-pool,clean,,replacement,n.,заміна,"Особа або предмет, що займає місце іншого; замінник.",,medium,
SB-0999,d_clean,clean-pool,clean,,reproduce,v.,відтворювати,Для створення або розмноження потомства або організмів статевим або нестатевим шляхом.,,medium,
SB-1000,d_clean,clean-pool,clean,,reproduction,n.,відтворення,Акт біологічного відтворення нових особин.,,medium,
SB-1001,d_clean,clean-pool,clean,,republic,n.,республіка,"Держава, де суверенітет належить народу або його представникам, а не монарху чи імператору; країна без монархії.",,medium,
SB-1003,d_clean,clean-pool,clean,,reside,v.,проживати,Проживати постійно або на тривалий час; мати постійне місце проживання на час; залишатися надовго.,,medium,
SB-1006,d_clean,clean-pool,clean,,residue,n.,залишок,"Те, що зберігається або залишається після видалення або усунення інших елементів.",,medium,
SB-1009,d_clean,clean-pool,clean,,respective,adj.,відповідний,"Що стосується конкретних осіб або речей, кожен до кожного; особливий; власні.",,medium,
SB-1010,d_clean,clean-pool,clean,,respectively,adv.,відповідно,"У відносний спосіб; часто використовується під час порівняння списків масивів, де цей термін означає, що елементи в списках відповідають один одному в тому порядку, в якому вони вказані.",,medium,
SB-1015,c_known_open,known-open-confirmation,P1,semantic-pedagogical-error,retrieve,v.,отримати,Отримати чи дістати щось назад; повернути собі.,learner-facing ua 'отримати' is too generic and omits the essential back/recover direction that definitionUa supplies; ua conflicts with definitionUa.,high,True
SB-1016,d_clean,clean-pool,clean,,revelation,n.,одкровення,Акт виявлення або розголошення.,,medium,
SB-1018,d_clean,clean-pool,clean,,reverse,v.,змінювати на протилежне; рухатися назад,"Змінювати напрям, порядок або результат на протилежний; також рухатися назад.",,medium,
SB-1020,d_clean,clean-pool,clean,,revive,v.,оживити,"(фігуративно) Змусити (щось) вийти зі стану занепаду, занедбаності, забуття чи невідомості; знову зробити (щось) активним або жвавим; реанімувати, оживляти.",,medium,
SB-1022,d_clean,clean-pool,clean,,rhetoric,n.,риторика,"Мистецтво використання мови, особливо публічних виступів, як засобу переконання.",,medium,
SB-1024,d_clean,clean-pool,clean,,riot,n.,бунт,"Бурхливе порушення громадського порядку великою групою людей, що часто супроводжується насильством або пошкодженням майна.",,medium,
SB-1025,d_clean,clean-pool,clean,,rip,v.,рвати; розривати,"Розділяти або відокремлювати частини (особливо чогось тендітного, наприклад, паперу чи тканини), розрізаючи чи розриваючи; гвалтом відірвати або вирвати.",,medium,
SB-1026,d_clean,clean-pool,clean,,ritual,n.,ритуал,"обряд; повторюваний набір дій, особливо в релігійному контексті.",,medium,
SB-1031,d_clean,clean-pool,clean,,rotation,n.,обертання,Акт повороту навколо центру або осі.,,medium,
SB-1033,d_clean,clean-pool,clean,,rumour,n.,чутка,"Неперевірена інформація, яка поширюється між людьми.",,medium,
SB-1037,d_clean,clean-pool,clean,,saint,n.,святий,"Померла особа, яку церква чи інша релігійна група офіційно визнала особливо святою чи благочестивою; один видатний для благочестя та чесноти.",,medium,
SB-1041,d_clean,clean-pool,clean,,scattered,adj.,розкиданий,"Розпорошені, розбиті на роз'єднані одиниці.",,medium,
SB-1042,d_clean,clean-pool,clean,,sceptical,adj.,скептичний,Схильний сумніватися в правдивості або обґрунтованості твердження.,,medium,
SB-1045,d_clean,clean-pool,clean,,scrutiny,n.,перевірка,Інтенсивне вивчення когось або чогось.,,medium,
SB-1047,d_clean,clean-pool,clean,,secular,adj.,світський,"Не особливо релігійний; світський або цивільний, на відміну від духовного.",,medium,
SB-1048,d_clean,clean-pool,clean,,seemingly,adv.,здавалося б,Як з'являється; мабуть.,,medium,
SB-1049,d_clean,clean-pool,clean,,segment,n.,сегмент,"Одна з частин, на яку природно поділяється або ділиться будь-яке тіло; розділена або відрізана частина; розділ; порція.",,medium,
SB-1051,d_clean,clean-pool,clean,,seldom,adv.,рідко,"Нечасто, рідко.",,medium,
SB-1057,d_clean,clean-pool,clean,,separation,n.,розділення,Акт роз'єднання двох або більше речей або умова роз'єднання.,,medium,
SB-1058,d_clean,clean-pool,clean,,serial,adj.,серійний,Маючи відношення до або розташовані в ряд.,,medium,
SB-1060,d_clean,clean-pool,clean,,set-up,n.,установка,"Спосіб організації або комплект обладнання, підготовлений для певної мети.",,medium,
SB-1062,d_clean,clean-pool,clean,,shareholder,n.,акціонер,"Той, хто володіє акціями корпорації.",,medium,
SB-1063,d_clean,clean-pool,clean,,shatter,v.,розбити,Сильно розбивати що-небудь на частини.,,medium,
SB-1065,d_clean,clean-pool,clean,,sheer,adj.,чистий,прямо; повний; чистий.,,medium,
SB-1066,d_clean,clean-pool,clean,,shipping,n.,доставка,Перевезення вантажів.,,medium,
SB-1068,d_clean,clean-pool,clean,,shrink,v.,скорочуватися,Стати меншим; контрактувати.,,medium,
SB-1069,d_clean,clean-pool,clean,,shrug,v.,знизати плечима,"Підняти (плечі), щоб висловити невпевненість, відсутність занепокоєння, (раніше) страх тощо.",,medium,
SB-1072,d_clean,clean-pool,clean,,simulation,n.,моделювання,"Щось, що імітує систему чи середовище, щоб передбачити реальну поведінку.",,medium,
SB-1073,d_clean,clean-pool,clean,,simultaneously,adv.,одночасно,Відбувається одночасно.,,medium,
SB-1074,d_clean,clean-pool,clean,,sin,n.,гріх,Порушення божественної волі або релігійного закону.,,medium,
SB-1075,d_clean,clean-pool,clean,,situated,adj.,розташований,Знаходиться в конкретному місці.,,medium,
SB-1076,d_clean,clean-pool,clean,,sketch,n.,ескіз,"Швидко виконаний малюнок від руки, який не передбачається як закінчена робота, часто складається з безлічі ліній, що накладаються один на одного.",,medium,
SB-1078,d_clean,clean-pool,clean,,slam,v.,грюкнути,"Закрити з раптовою силою, щоб створити удар і шум.",,medium,
SB-1081,d_clean,new-finding,P2,other,slavery,n.,рабство,"Інститут або соціальна практика володіння людьми як власністю, особливо для використання в якості примусової праці.",definitionUa uses the mild russianism/calque 'в якості примусової праці' (в качестве -> в якості); idiomatic Ukrainian prefers 'як примусову працю'/'у ролі'. Corroborated by the CP2 mechanical calque detector.,low,
SB-1082,d_clean,clean-pool,clean,,slot,n.,слот,"Вузька западина, перфорація або отвір; особливо, один для прийому шматка, що підходить або ковзає в нього.",,medium,
SB-1083,d_clean,clean-pool,clean,,smash,v.,розбити,Сильно ламати (щось крихке).,,medium,
SB-1085,d_clean,clean-pool,clean,,soak,v.,замочити,Насичуватися рідиною шляхом занурення в неї.,,medium,
SB-1086,d_clean,clean-pool,clean,,soar,v.,парити,"Літати високо без зусиль, як птах.",,medium,
SB-1087,d_clean,clean-pool,clean,,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",,medium,
SB-1089,d_clean,clean-pool,clean,,solely,adv.,виключно,поодинці; виключно.,,medium,
SB-1091,d_clean,clean-pool,clean,,solidarity,n.,солідарність,"Узи єдності чи згоди між індивідами, об’єднаними навколо спільної мети або проти спільного ворога, як-от принцип об’єднання, який визначає робітничий рух; взаємопідтримка всередині групи.",,medium,
SB-1092,d_clean,clean-pool,clean,,solo,"adj., n.",соло,"Робота або виконання, виконане однією особою.",,medium,
SB-1094,d_clean,clean-pool,clean,,sovereignty,n.,суверенітет,"Нації чи іншого державного устрою: стан здатний контролювати ресурси, самостійно приймати закони та іншим чином керувати собою без примусу чи згоди інших держав.",,medium,
SB-1095,d_clean,clean-pool,clean,,spam,n.,спам,Небажані масові електронні повідомлення.,,medium,
SB-1096,d_clean,clean-pool,clean,,span,"v., n.",охоплювати; тривати,Протягнути через відстань між або впоперек.,,medium,
SB-1099,d_clean,clean-pool,clean,,specialized,adj.,спеціалізований,Має високу кваліфікацію в конкретній галузі або спеціально адаптована до неї.,,medium,
SB-1100,d_clean,clean-pool,clean,,specification,n.,специфікація,"Чіткий набір вимог, яким має задовольняти матеріал, продукт або послуга.",,medium,
SB-1101,d_clean,clean-pool,clean,,specimen,n.,зразок,"Окремий екземпляр, який представляє клас; приклад.",,medium,
SB-1102,d_clean,clean-pool,clean,,spectacle,n.,видовище,"Захоплююча або надзвичайна сцена, виставка, вистава тощо.",,medium,
SB-1108,d_clean,clean-pool,clean,,spotlight,n.,центр уваги; прожектор,Центр уваги; головна або найважливіша частина.,,medium,
SB-1111,d_clean,clean-pool,clean,,squad,n.,загін,"Група людей, організована для якоїсь спільної мети, зазвичай із десяти членів.",,medium,
SB-1112,d_clean,clean-pool,clean,,squeeze,v.,стискати,Чинити тиск одночасно з двох або більше сторін.,,medium,
SB-1114,d_clean,clean-pool,clean,,stability,n.,стабільність,"Умова стабільності або рівноваги, а отже, стійкості до змін.",,medium,
SB-1115,d_clean,clean-pool,clean,,stabilize,v.,стабілізувати,Зробити стабільним.,,medium,
SB-1118,d_clean,clean-pool,clean,,stark,adj.,разючий; суворий,"Простий на вигляд; безплідний, безлюдний.",,medium,
SB-1119,d_clean,clean-pool,clean,,statistical,adj.,статистичний,Статистики або пов’язані зі статистикою.,,medium,
SB-1120,d_clean,clean-pool,clean,,steer,v.,керувати,"Керувати курсом судна, транспортного засобу, літального апарату тощо (за допомогою такого пристрою, як стерно, весло або штурвал).",,medium,
SB-1122,d_clean,clean-pool,clean,,stereotype,n.,стереотип,"Загальноприйняте, шаблонне та часто надто спрощене або перебільшене уявлення, думка чи образ (особи чи групи людей).",,medium,
SB-1123,d_clean,clean-pool,clean,,stimulus,n.,стимул,"Зовнішнє явище, яке впливає на систему, викликаючи або змінюючи внутрішнє явище; наприклад, поштовх або стимул, який спонукає людину вжити заходів або змінити поведінку.",,medium,
SB-1124,d_clean,clean-pool,clean,,stir,v.,ворушити,"Порушувати взаємне розташування частинок (рідини чи подібного), пропускаючи через них предмет.",,medium,
SB-1125,d_clean,clean-pool,clean,,storage,n.,зберігання,Акт зберігання товару; стан зберігання.,,medium,
SB-1129,d_clean,clean-pool,clean,,strategic,adj.,стратегічний,Відносно стратегії.,,medium,
SB-1131,d_clean,clean-pool,clean,,strip (long narrow piece),n.,смужка (довгий вузький шматок),"Довгий і вузький шматок матеріалу, землі або іншої поверхні.",,medium,
SB-1133,d_clean,clean-pool,clean,,strive,v.,прагнути,Намагатися досягти результату; докладати напружених зусиль; намагатися щиро й наполегливо.,,medium,
SB-1135,d_clean,clean-pool,clean,,stumble,v.,спотикатися,Спіткнутися або впасти; незграбно ходити.,,medium,
SB-1136,d_clean,clean-pool,clean,,stun,v.,оглушити,"Виводити з ладу; особливо, викликаючи дезорієнтацію або втрату свідомості.",,medium,
SB-1137,d_clean,clean-pool,clean,,submission,n.,подання,Акт подання або надання напр. завершена робота.,,medium,
SB-1139,d_clean,clean-pool,clean,,subscription,n.,підписка,"Доступ до ресурсу на певний період часу, як правило, платний.",,medium,
SB-1140,d_clean,clean-pool,clean,,subsidy,n.,субсидія,"Фінансова підтримка або допомога, наприклад грант.",,medium,
SB-1141,d_clean,clean-pool,clean,,substantial,adj.,істотний,"Великі за розміром, кількістю або вартістю; достатній; значний.",,medium,
SB-1144,d_clean,clean-pool,clean,,substitution,n.,заміна,Акт заміщення або стан заміщення.,,medium,
SB-1149,d_clean,clean-pool,clean,,successor,n.,наступник,"Особа або річ, яка безпосередньо слідує за іншою у займанні посади чи титулу.",,medium,
SB-1150,d_clean,clean-pool,clean,,suck,v.,смоктати,"Використовувати рот і губи для втягування (рідини, особливо молока з грудей).",,medium,
SB-1151,d_clean,clean-pool,clean,,sue,v.,судитися,"Подати судовий позов проти когось, як правило, некримінальний (цивільний) позов.",,medium,
SB-1152,d_clean,clean-pool,clean,,suicide,n.,самогубство,Акт навмисного самогубства.,,medium,
SB-1155,d_clean,clean-pool,clean,,superb,adj.,чудовий,Першокласний; найвищої якості; виключно добре.,,medium,
SB-1156,d_clean,clean-pool,clean,,superior,adj.,вищий,"Вищий за рангом, статусом або якістю.",,medium,
SB-1158,d_clean,clean-pool,clean,,supervision,n.,нагляд,Акт або випадок нагляду.,,medium,
SB-1162,d_clean,clean-pool,clean,,supposedly,adv.,нібито,Як питання припущення; у переконаннях або згідно з твердженнями деяких людей.,,medium,
SB-1163,d_clean,clean-pool,clean,,suppress,v.,придушити,"Покінчити, особливо силою, розчавити, знищити; забороняти, підкоряти.",,medium,
SB-1166,d_clean,clean-pool,clean,,surgical,adj.,хірургічний,"Відносно, використовується під час хірургічного втручання або є результатом операції.",,medium,
SB-1168,d_clean,clean-pool,clean,,surrender,v.,здатися,"Віддатися у владу іншого, особливо в полоні; подати або поступитися.",,medium,
SB-1171,d_clean,clean-pool,clean,,suspicion,n.,підозра,"Дія підозрювати щось або когось, особливо в чомусь недобре.",,medium,
SB-1172,d_clean,clean-pool,clean,,suspicious,adj.,підозрілий,Недовірливий або схильний підозрювати.,,medium,
SB-1175,d_clean,clean-pool,clean,,sword,n.,меч,"Довга клинкова зброя з руків’ям і, як правило, навершям і поперечною гардою (разом утворюючи ефес), яка призначена для рубання, удару, рубання та/або рубання.",,medium,
SB-1176,d_clean,clean-pool,clean,,symbolic,adj.,символічний,Непряме представлення або посилання на іншу річ.,,medium,
SB-1177,d_clean,clean-pool,clean,,syndrome,n.,синдром,"Розпізнаваний зразок ознак, симптомів та/або поведінки, особливо хвороби, медичного чи психологічного стану.",,medium,
SB-1178,d_clean,clean-pool,clean,,synthesis,n.,синтез,Утворення чогось складного або зв'язного шляхом поєднання більш простих речей.,,medium,
SB-1181,d_clean,clean-pool,clean,,tactic,n.,тактика,"Маневр або дія, спрямована на досягнення якоїсь мети.",,medium,
SB-1183,d_clean,clean-pool,clean,,taxpayer,n.,платник податків,"Особа, яка підлягає оподаткуванню, зобов’язана або сплачує податок.",,medium,
SB-1184,d_clean,clean-pool,clean,,tempt,v.,спокусити,"Спровокувати когось на неправоту, особливо обіцяючи винагороду; заманювати.",,medium,
SB-1185,d_clean,clean-pool,clean,,tenant,n.,орендар,"Той, хто має право оренди (найму).",,medium,
SB-1186,d_clean,clean-pool,clean,,tender,adj.,ніжний,Чутливий або болючий на дотик.,,medium,
SB-1189,d_clean,clean-pool,clean,,terminate,v.,припинити,"Закінчити щось, особливо коли воно залишилося в незавершеному стані.",,medium,
SB-1190,d_clean,clean-pool,clean,,terrain,n.,місцевість; рельєф,Ділянка землі або її особливості.,,medium,
SB-1191,d_clean,clean-pool,clean,,terrific,adj.,чудовий,"Надзвичайно добре; відмінно, дивовижно.",,medium,
SB-1192,d_clean,clean-pool,clean,,testify,v.,свідчити,Робити заяву або давати свідчення під присягою.,,medium,
SB-1194,d_clean,clean-pool,clean,,texture,n.,текстура,"Відчуття або форма поверхні або речовини; гладкість, шорсткість, м'якість і т. ін.",,medium,
SB-1200,d_clean,clean-pool,clean,,thereby,adv.,тим самим,За ним; цим; таким чином або як наслідок цього.,,medium,
SB-1202,d_clean,clean-pool,clean,,thought-provoking,adj.,що спонукає до роздумів,"Цікавий у такий спосіб, що ставить під сумнів чиїсь переконання, погляди чи точку зору.",,medium,
SB-1203,d_clean,clean-pool,clean,,thread,n.,нитка,"Шнур, утворений шляхом прядіння або скручування разом текстильних волокон або ниток в одне або кілька безперервних ниток, зазвичай використовується в рукоділлі.",,medium,
SB-1207,d_clean,clean-pool,clean,,tide,n.,приплив,"Добове коливання рівня моря, викликане гравітаційним впливом Місяця і Сонця.",,medium,
SB-1208,d_clean,clean-pool,clean,,tighten,v.,затягувати,Зробити щільніше.,,medium,
SB-1209,d_clean,clean-pool,clean,,timber,n.,деревина,Дерева в лісі розглядаються як джерело деревини.,,medium,
SB-1211,c_known_open,known-open-confirmation,P1,semantic-pedagogical-error,tobacco,n.,тютюн,"Листя Nicotiana tabacum та деяких інших видів культивують і збирають для виготовлення сигарет, сигар, нюхального тютюну, для куріння в трубках або для жування.","'Листя ... культивують' says leaves (not plants) are cultivated; plants are cultivated, leaves harvested.",high,True
SB-1212,d_clean,clean-pool,clean,,tolerance,n.,толерантність,"Здатність або практика толерантності; прийняття або терпляче ставлення до переконань, думок або практики інших; відсутність фанатизму.",,medium,
SB-1217,d_clean,clean-pool,clean,,toss,v.,кинути,Кидати з початковим напрямком вгору.,,medium,
SB-1219,d_clean,clean-pool,clean,,toxic,adj.,токсичний,Сильно негативний або шкідливий.,,medium,
SB-1221,d_clean,clean-pool,clean,,trademark,n.,товарний знак,"Слово, символ або фраза, які використовуються для ідентифікації продукту певної компанії та відрізняють його від продуктів інших компаній.",,medium,
SB-1223,d_clean,clean-pool,clean,,trailer,n.,трейлер,"Безмоторний колісний транспортний засіб (не караван або кемпер), який буксирується позаду іншого та використовується для перевезення обладнання тощо, яке не можна перевозити на передньому транспортному засобі.",,medium,
SB-1224,d_clean,clean-pool,clean,,transaction,n.,транзакція,"Обмін або торгівля ідеями, грошима, товарами тощо.",,medium,
SB-1225,d_clean,clean-pool,clean,,transcript,n.,стенограма,"Щось, що було транскрибовано; письмо або твір, що складається з тих самих слів, що й оригінал; письмова копія.",,medium,
SB-1227,d_clean,clean-pool,clean,,transit,n.,транзит,"Перевезення людей або товарів з одного місця в інше, особливо в системі громадського транспорту; транспортні засоби, що використовуються для таких перевезень.",,medium,
SB-1228,d_clean,clean-pool,clean,,transmission,n.,передача,"Акт передачі, напр. даних (сигналів) або електроенергії.",,medium,
SB-1229,d_clean,clean-pool,clean,,transparency,n.,прозорість,відкритість; доступність для перевірки.,,medium,
SB-1232,d_clean,clean-pool,clean,,treaty,n.,договір,"Формальна обов'язкова угода, укладена суб'єктами міжнародного права, а саме державами та міжнародними організаціями; конвенція, пакт.",,medium,
SB-1234,d_clean,clean-pool,clean,,tribal,adj.,племінний,Що стосується племен.,,medium,
SB-1235,d_clean,clean-pool,clean,,tribunal,n.,трибунал,"Збори, до складу яких входять один або більше суддів для ведення судових справ; суд.",,medium,
SB-1236,d_clean,clean-pool,clean,,tribute,n.,данина,"Визнання вдячності, поваги чи захоплення; супутній подарунок.",,medium,
SB-1238,d_clean,clean-pool,clean,,trio,n.,тріо,Група з трьох людей або речей.,,medium,
SB-1239,d_clean,clean-pool,clean,,triumph,n.,тріумф,"Переконливий успіх після зусиль, конфлікту або зіткнення з перешкодами; перемога; завоювання.",,medium,
SB-1240,d_clean,clean-pool,clean,,trophy,n.,трофей,"Предмет, як правило, у формі статуетки, кубка або щита, який вручається за успіх у змаганнях або для відзначення особливого досягнення.",,medium,
SB-1241,d_clean,clean-pool,clean,,troubled,adj.,стурбований,"Тривожний, стурбований, змучений турботами.",,medium,
SB-1242,d_clean,clean-pool,clean,,trustee,n.,довірена особа,"Особа, якій юридично передано майно в довірчу власність, що використовується або на користь певних осіб (бенефіціарів), або для суспільних потреб; той, кому довірено майно на користь іншого.",,medium,
SB-1244,d_clean,clean-pool,clean,,turnout,n.,явка,"Кількість або частка людей, які відвідують або беруть участь у події (особливо у виборах) або присутні на місці проведення.",,medium,
SB-1245,d_clean,clean-pool,clean,,turnover,n.,оборот,"Сума грошей, прийнята як продажі, здійснені за певний період.",,medium,
SB-1246,d_clean,clean-pool,clean,,twist,"v., n.",крутити,"Повертати кінці чого-небудь, зазвичай нитки, мотузки тощо, у протилежних напрямках, часто із застосуванням сили.",,medium,
SB-1247,d_clean,clean-pool,clean,,undergraduate,n.,студент,"Студент університету, який ще не отримав наукового ступеня.",,medium,
SB-1249,d_clean,clean-pool,clean,,undermine,v.,підривати,"Послаблювати або діяти проти; перешкоджати, саботувати.",,medium,
SB-1250,d_clean,clean-pool,clean,,undoubtedly,adv.,безсумнівно,Без сумніву; однозначно.,,medium,
SB-1252,d_clean,clean-pool,clean,,unprecedented,adj.,безпрецедентний,"Ніколи раніше не бачив, не робив і не відчував; без прецеденту.",,medium,
SB-1253,d_clean,clean-pool,clean,,unveil,v.,розкрити,Зняти вуаль з; розкривати; виявити щось приховане.,,medium,
SB-1254,d_clean,clean-pool,clean,,upcoming,adj.,майбутній,Відбудеться або з'явиться у відносно близькому майбутньому.,,medium,
SB-1255,d_clean,clean-pool,clean,,upgrade,"v., n.",оновлення,"Поліпшення, як правило, застосовується до технології, як правило, шляхом повної заміни одного або кількох компонентів.",,medium,
SB-1258,d_clean,clean-pool,clean,,utilize,v.,використовувати,Практично використовувати щось для певної мети.,,medium,
SB-1260,d_clean,clean-pool,clean,,vacuum,n.,вакуум,"Область простору, яка не містить матерії.",,medium,
