id,word,pos,ua,definitionUa,bucket,provenance
SB-0870,pipeline,n.,трубопровід,"Трубопровід із труб, який використовується для транспортування води, газу чи нафти тощо.",d_clean,clean-pool (never flagged)
SB-0871,pirate,n.,пірат,"Злочинець, який грабує на морі; зазвичай нападають на торговельні судна, хоча часто грабують портові міста.",d_clean,clean-pool (never flagged)
SB-0872,pit,n.,яма,Яма в землі.,d_clean,clean-pool (never flagged)
SB-0873,plea,n.,прохання,"Звернення, прохання, настійна молитва чи благання.",d_clean,clean-pool (never flagged)
SB-0877,plunge,v.,зануритися,"Пірнати, стрибати або кидатися (у воду або якусь рідину); занурюватися.",d_clean,clean-pool (never flagged)
SB-0878,pole,n.,стовп,"Первісно — палиця; тепер конкретно, довгий і тонкий шматок металу або (особливо) дерева, що використовується для різних будівельних або опорних цілей.",d_clean,clean-pool (never flagged)
SB-0879,poll,n.,опитування,"Опитування людей, зазвичай зі статистичним аналізом для оцінки ширшої громадської думки.",d_clean,clean-pool (never flagged)
SB-0880,pond,n.,ставок,"Внутрішня водойма зі стоячою водою, природна чи створена людиною, менша за озеро.",d_clean,clean-pool (never flagged)
SB-0882,portfolio,n.,портфоліо,"Група інвестицій та інших активів, якими володіє інвестор.",d_clean,clean-pool (never flagged)
SB-0883,portray,v.,зображувати,"Грати роль; для зображення персонажа, людини, ситуації чи події.",d_clean,clean-pool (never flagged)
SB-0885,post-war,adj.,післявоєнний,Відноситься до періоду часу відразу після закінчення війни; де є припинення конфлікту.,d_clean,clean-pool (never flagged)
SB-0886,practitioner,n.,практик,"Людина, яка займається професією чи мистецтвом, особливо правом чи медициною.",d_clean,clean-pool (never flagged)
SB-0887,preach,v.,проповідувати,Проголошувати публічним дискурсом; виголошувати в проповіді чи офіційній релігійній промові.,d_clean,clean-pool (never flagged)
SB-0888,precedent,n.,прецедент,"Дія в минулому, яку можна використати як приклад, щоб допомогти визначити результат подібних випадків у майбутньому.",d_clean,clean-pool (never flagged)
SB-0890,predator,n.,хижак,"Будь-яка тварина чи інший організм, який полює та вбиває інші нерослинні організми (їхню здобич), головним чином для їжі.",d_clean,clean-pool (never flagged)
SB-0892,predominantly,adv.,переважно,Переважним чином. Найчастіше або часто з великим відривом.,d_clean,clean-pool (never flagged)
SB-0894,prejudice,n.,упередження,"Негативне судження чи думка, сформовані заздалегідь або без знання фактів.",d_clean,clean-pool (never flagged)
SB-0895,preliminary,adj.,попередній,"При підготовці до основної справи; початковий, вступний, підготовчий.",d_clean,clean-pool (never flagged)
SB-0896,premier,n.,прем'єр,Глава уряду в парламенті та лідер кабінету.,d_clean,clean-pool (never flagged)
SB-0899,prescribe,v.,призначати,Замовити (лікарський засіб або медичний пристрій) для використання конкретним пацієнтом (за ліцензією).,d_clean,clean-pool (never flagged)
SB-0900,prescription,n.,рецепт,"Письмове розпорядження від уповноваженого практикуючого лікаря про надання ліків або інше лікування, наприклад (офтальмологічне) спеціальні лінзи, необхідні для пари окулярів.",d_clean,clean-pool (never flagged)
SB-0903,preside,v.,головувати,Діяти як президент або голова.,d_clean,clean-pool (never flagged)
SB-0904,presidency,n.,президентство,Посада або роль президента.,d_clean,clean-pool (never flagged)
SB-0905,presidential,adj.,президентський,Що стосується президента чи президентства.,d_clean,clean-pool (never flagged)
SB-0906,prestigious,adj.,престижний,Високого престижу.,d_clean,clean-pool (never flagged)
SB-0907,presumably,adv.,мабуть,Здатний бути розумно припущеним.,d_clean,clean-pool (never flagged)
SB-0910,prevalence,n.,поширеність,Якість або умова переважання; широке розширення або поширення.,d_clean,clean-pool (never flagged)
SB-0911,prevention,n.,профілактика,"Будь-які заходи, спрямовані на обмеження ризиків для здоров’я (такі як інформаційні кампанії, вакцинація, рання діагностика тощо).",d_clean,clean-pool (never flagged)
SB-0912,prey,n.,здобич,"Жива істота, зазвичай тварина, яку їсть інша жива істота.",d_clean,clean-pool (never flagged)
SB-0914,privatization,n.,приватизація,Передача компанії або організації з державної власності та контролю в приватну.,d_clean,clean-pool (never flagged)
SB-0915,privilege,n.,привілей,"Конкретна користь, перевага або послуга; право чи імунітет, яким користуються одні, але не інші; прерогатива, пільговий режим.",d_clean,clean-pool (never flagged)
SB-0917,problematic,adj.,проблематичний,Постановка проблеми; мати або страждати від проблеми(-й):,d_clean,clean-pool (never flagged)
SB-0919,proceeds,n.,доходи,Дохід; валовий дохід.,d_clean,clean-pool (never flagged)
SB-0920,processing,n.,обробка,"Дія пошуку, зберігання, класифікації, обробки, передачі тощо даних, особливо за допомогою комп’ютерних технологій.",d_clean,clean-pool (never flagged)
SB-0921,processor,n.,процесор,"Пристрій, який обробляє, змінює щось (комп’ютерний процесор, кухонний комбайн тощо).",d_clean,clean-pool (never flagged)
SB-0924,productivity,n.,продуктивність,"Стан продуктивності, плідності або ефективності.",d_clean,clean-pool (never flagged)
SB-0925,profitable,adj.,прибутковий,Отримання прибутку.,d_clean,clean-pool (never flagged)
SB-0928,prominent,adj.,видатний,"Ймовірно, приверне увагу своїм розміром або розташуванням; помітний.",d_clean,clean-pool (never flagged)
SB-0930,propaganda,n.,пропаганда,"Агітація, реклама, публічна комунікація, спрямована на вплив на аудиторію та просування порядку денного.",d_clean,clean-pool (never flagged)
SB-0936,prosperity,n.,процвітання,Умова процвітання: наявність удачі та багатства.,d_clean,clean-pool (never flagged)
SB-0937,protective,adj.,захисний,Служить або призначений для захисту.,d_clean,clean-pool (never flagged)
SB-0938,protocol,n.,протокол,"Набір формальних правил, що описують, як передавати або обмінюватися даними, особливо через мережу.",d_clean,clean-pool (never flagged)
SB-0939,province,n.,провінція,"Адміністративний підрозділ деяких країн, зокрема Канади та Китаю.",d_clean,clean-pool (never flagged)
SB-0943,psychiatric,adj.,психіатричний,Психіатрія або пов'язана з нею.,d_clean,clean-pool (never flagged)
SB-0944,pulse,n.,пульс,"Зазвичай регулярне серцебиття відчувається, коли артерії поблизу шкіри (наприклад, на шиї чи зап’ясті) стиснуті, спричинене серцем, що прокачує через них кров.",d_clean,clean-pool (never flagged)
SB-0949,quota,n.,квота,"Зазначене число або відсоток, який може служити, наприклад, максимумом, мінімумом або ціллю.",d_clean,clean-pool (never flagged)
SB-0952,rage,n.,лють,Сильний неконтрольований гнів.,d_clean,clean-pool (never flagged)
SB-0955,ranking,n.,рейтинг,Відносне розміщення в списку.,d_clean,clean-pool (never flagged)
SB-0956,rape,"n., v.",зґвалтування,Примушувати (когось) до статевого акту чи інших сексуальних дій без його згоди.,d_clean,clean-pool (never flagged)
SB-0957,ratio,n.,співвідношення,"Число, що представляє порівняння між двома названими речами.",d_clean,clean-pool (never flagged)
SB-0959,ray,n.,промінь,Промінь світла або випромінювання.,d_clean,clean-pool (never flagged)
SB-0963,rear,"adj., n.",задній,"Задня або крайня задня частина; те, що позаду, або останнє за порядком.",d_clean,clean-pool (never flagged)
SB-0965,reassure,v.,заспокоювати,Запевнити заново; відновити довіру до; звільнитися від страху чи невпевненості в собі.,d_clean,clean-pool (never flagged)
SB-0966,rebel,n.,повстанець,"Людина, яка чинить опір встановленій владі, часто насильницький.",d_clean,clean-pool (never flagged)
SB-0967,rebellion,n.,повстання,Збройний опір встановленому уряду чи правителю.,d_clean,clean-pool (never flagged)
SB-0968,recipient,n.,одержувач,"Той, хто отримує.",d_clean,clean-pool (never flagged)
SB-0969,reconstruction,n.,реконструкція,"Дія реконструкції чогось, не обов’язково до попереднього стану.",d_clean,clean-pool (never flagged)
SB-0970,recount1,v.,докладно розповідати; переказувати,Докладно розповідати про подію або послідовність подій.,d_clean,clean-pool (never flagged)
SB-0971,referendum,n.,референдум,Пряме всенародне голосування щодо запропонованого закону чи конституційної поправки.,d_clean,clean-pool (never flagged)
SB-0972,reflection,n.,відображення,Акт відображення або стан відображення.,d_clean,clean-pool (never flagged)
SB-0974,refuge,n.,притулок,"Місце, що забезпечує безпеку, захист або притулок.",d_clean,clean-pool (never flagged)
SB-0975,refusal,n.,відмова,Акт відмови.,d_clean,clean-pool (never flagged)
SB-0977,regardless,adv.,незалежно,Не звертаючи уваги на; ігнорування.,d_clean,clean-pool (never flagged)
SB-0979,regulator,n.,регулятор,"Пристрій, який контролює або обмежує щось.",d_clean,clean-pool (never flagged)
SB-0980,regulatory,adj.,регулятивний,Регулювання чи відношення до нього.,d_clean,clean-pool (never flagged)
SB-0981,rehabilitation,n.,реабілітація,Процес реабілітації когось або чогось.,d_clean,clean-pool (never flagged)
SB-0983,rejection,n.,відмова,Акт відхилення.,d_clean,clean-pool (never flagged)
SB-0984,relevance,n.,релевантність,Властивість або стан релевантності чи доречності.,d_clean,clean-pool (never flagged)
SB-0987,remainder,n.,залишок,"Частина або частини, що залишилися після того, як деякі були видалені або вже виникли.",d_clean,clean-pool (never flagged)
SB-0990,reminder,n.,нагадування,"Хтось або щось, що нагадує.",d_clean,clean-pool (never flagged)
SB-0993,renew,v.,відновити,Знову робити (щось) нове; для відновлення свіжості або початкового стану.,d_clean,clean-pool (never flagged)
SB-0995,rental,n.,оренда,Плата за оренду чогось.,d_clean,clean-pool (never flagged)
SB-0996,replacement,n.,заміна,"Особа або предмет, що займає місце іншого; замінник.",d_clean,clean-pool (never flagged)
SB-0999,reproduce,v.,відтворювати,Для створення або розмноження потомства або організмів статевим або нестатевим шляхом.,d_clean,clean-pool (never flagged)
SB-1000,reproduction,n.,відтворення,Акт біологічного відтворення нових особин.,d_clean,clean-pool (never flagged)
SB-1001,republic,n.,республіка,"Держава, де суверенітет належить народу або його представникам, а не монарху чи імператору; країна без монархії.",d_clean,clean-pool (never flagged)
SB-1003,reside,v.,проживати,Проживати постійно або на тривалий час; мати постійне місце проживання на час; залишатися надовго.,d_clean,clean-pool (never flagged)
SB-1006,residue,n.,залишок,"Те, що зберігається або залишається після видалення або усунення інших елементів.",d_clean,clean-pool (never flagged)
SB-1009,respective,adj.,відповідний,"Що стосується конкретних осіб або речей, кожен до кожного; особливий; власні.",d_clean,clean-pool (never flagged)
SB-1010,respectively,adv.,відповідно,"У відносний спосіб; часто використовується під час порівняння списків масивів, де цей термін означає, що елементи в списках відповідають один одному в тому порядку, в якому вони вказані.",d_clean,clean-pool (never flagged)
SB-1015,retrieve,v.,отримати,Отримати чи дістати щось назад; повернути собі.,c_known_open,"known-open-24 (SB-1015; in supplemental register, re-opened by PR#7 review)"
SB-1016,revelation,n.,одкровення,Акт виявлення або розголошення.,d_clean,clean-pool (never flagged)
SB-1018,reverse,v.,змінювати на протилежне; рухатися назад,"Змінювати напрям, порядок або результат на протилежний; також рухатися назад.",d_clean,clean-pool (never flagged)
SB-1020,revive,v.,оживити,"(фігуративно) Змусити (щось) вийти зі стану занепаду, занедбаності, забуття чи невідомості; знову зробити (щось) активним або жвавим; реанімувати, оживляти.",d_clean,clean-pool (never flagged)
SB-1022,rhetoric,n.,риторика,"Мистецтво використання мови, особливо публічних виступів, як засобу переконання.",d_clean,clean-pool (never flagged)
SB-1024,riot,n.,бунт,"Бурхливе порушення громадського порядку великою групою людей, що часто супроводжується насильством або пошкодженням майна.",d_clean,clean-pool (never flagged)
SB-1025,rip,v.,рвати; розривати,"Розділяти або відокремлювати частини (особливо чогось тендітного, наприклад, паперу чи тканини), розрізаючи чи розриваючи; гвалтом відірвати або вирвати.",d_clean,clean-pool (never flagged)
SB-1026,ritual,n.,ритуал,"обряд; повторюваний набір дій, особливо в релігійному контексті.",d_clean,clean-pool (never flagged)
SB-1031,rotation,n.,обертання,Акт повороту навколо центру або осі.,d_clean,clean-pool (never flagged)
SB-1033,rumour,n.,чутка,"Неперевірена інформація, яка поширюється між людьми.",d_clean,clean-pool (never flagged)
SB-1037,saint,n.,святий,"Померла особа, яку церква чи інша релігійна група офіційно визнала особливо святою чи благочестивою; один видатний для благочестя та чесноти.",d_clean,clean-pool (never flagged)
SB-1041,scattered,adj.,розкиданий,"Розпорошені, розбиті на роз'єднані одиниці.",d_clean,clean-pool (never flagged)
SB-1042,sceptical,adj.,скептичний,Схильний сумніватися в правдивості або обґрунтованості твердження.,d_clean,clean-pool (never flagged)
SB-1045,scrutiny,n.,перевірка,Інтенсивне вивчення когось або чогось.,d_clean,clean-pool (never flagged)
SB-1047,secular,adj.,світський,"Не особливо релігійний; світський або цивільний, на відміну від духовного.",d_clean,clean-pool (never flagged)
SB-1048,seemingly,adv.,здавалося б,Як з'являється; мабуть.,d_clean,clean-pool (never flagged)
SB-1049,segment,n.,сегмент,"Одна з частин, на яку природно поділяється або ділиться будь-яке тіло; розділена або відрізана частина; розділ; порція.",d_clean,clean-pool (never flagged)
SB-1051,seldom,adv.,рідко,"Нечасто, рідко.",d_clean,clean-pool (never flagged)
SB-1057,separation,n.,розділення,Акт роз'єднання двох або більше речей або умова роз'єднання.,d_clean,clean-pool (never flagged)
SB-1058,serial,adj.,серійний,Маючи відношення до або розташовані в ряд.,d_clean,clean-pool (never flagged)
SB-1060,set-up,n.,установка,"Спосіб організації або комплект обладнання, підготовлений для певної мети.",d_clean,clean-pool (never flagged)
SB-1062,shareholder,n.,акціонер,"Той, хто володіє акціями корпорації.",d_clean,clean-pool (never flagged)
SB-1063,shatter,v.,розбити,Сильно розбивати що-небудь на частини.,d_clean,clean-pool (never flagged)
SB-1065,sheer,adj.,чистий,прямо; повний; чистий.,d_clean,clean-pool (never flagged)
SB-1066,shipping,n.,доставка,Перевезення вантажів.,d_clean,clean-pool (never flagged)
SB-1068,shrink,v.,скорочуватися,Стати меншим; контрактувати.,d_clean,clean-pool (never flagged)
SB-1069,shrug,v.,знизати плечима,"Підняти (плечі), щоб висловити невпевненість, відсутність занепокоєння, (раніше) страх тощо.",d_clean,clean-pool (never flagged)
SB-1072,simulation,n.,моделювання,"Щось, що імітує систему чи середовище, щоб передбачити реальну поведінку.",d_clean,clean-pool (never flagged)
SB-1073,simultaneously,adv.,одночасно,Відбувається одночасно.,d_clean,clean-pool (never flagged)
SB-1074,sin,n.,гріх,Порушення божественної волі або релігійного закону.,d_clean,clean-pool (never flagged)
SB-1075,situated,adj.,розташований,Знаходиться в конкретному місці.,d_clean,clean-pool (never flagged)
SB-1076,sketch,n.,ескіз,"Швидко виконаний малюнок від руки, який не передбачається як закінчена робота, часто складається з безлічі ліній, що накладаються один на одного.",d_clean,clean-pool (never flagged)
SB-1078,slam,v.,грюкнути,"Закрити з раптовою силою, щоб створити удар і шум.",d_clean,clean-pool (never flagged)
SB-1081,slavery,n.,рабство,"Інститут або соціальна практика володіння людьми як власністю, особливо для використання в якості примусової праці.",d_clean,clean-pool (never flagged)
SB-1082,slot,n.,слот,"Вузька западина, перфорація або отвір; особливо, один для прийому шматка, що підходить або ковзає в нього.",d_clean,clean-pool (never flagged)
SB-1083,smash,v.,розбити,Сильно ламати (щось крихке).,d_clean,clean-pool (never flagged)
SB-1085,soak,v.,замочити,Насичуватися рідиною шляхом занурення в неї.,d_clean,clean-pool (never flagged)
SB-1086,soar,v.,парити,"Літати високо без зусиль, як птах.",d_clean,clean-pool (never flagged)
SB-1087,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",d_clean,clean-pool (never flagged)
SB-1089,solely,adv.,виключно,поодинці; виключно.,d_clean,clean-pool (never flagged)
SB-1091,solidarity,n.,солідарність,"Узи єдності чи згоди між індивідами, об’єднаними навколо спільної мети або проти спільного ворога, як-от принцип об’єднання, який визначає робітничий рух; взаємопідтримка всередині групи.",d_clean,clean-pool (never flagged)
SB-1092,solo,"adj., n.",соло,"Робота або виконання, виконане однією особою.",d_clean,clean-pool (never flagged)
SB-1094,sovereignty,n.,суверенітет,"Нації чи іншого державного устрою: стан здатний контролювати ресурси, самостійно приймати закони та іншим чином керувати собою без примусу чи згоди інших держав.",d_clean,clean-pool (never flagged)
SB-1095,spam,n.,спам,Небажані масові електронні повідомлення.,d_clean,clean-pool (never flagged)
SB-1096,span,"v., n.",охоплювати; тривати,Протягнути через відстань між або впоперек.,d_clean,clean-pool (never flagged)
SB-1099,specialized,adj.,спеціалізований,Має високу кваліфікацію в конкретній галузі або спеціально адаптована до неї.,d_clean,clean-pool (never flagged)
SB-1100,specification,n.,специфікація,"Чіткий набір вимог, яким має задовольняти матеріал, продукт або послуга.",d_clean,clean-pool (never flagged)
SB-1101,specimen,n.,зразок,"Окремий екземпляр, який представляє клас; приклад.",d_clean,clean-pool (never flagged)
SB-1102,spectacle,n.,видовище,"Захоплююча або надзвичайна сцена, виставка, вистава тощо.",d_clean,clean-pool (never flagged)
SB-1108,spotlight,n.,центр уваги; прожектор,Центр уваги; головна або найважливіша частина.,d_clean,clean-pool (never flagged)
SB-1111,squad,n.,загін,"Група людей, організована для якоїсь спільної мети, зазвичай із десяти членів.",d_clean,clean-pool (never flagged)
SB-1112,squeeze,v.,стискати,Чинити тиск одночасно з двох або більше сторін.,d_clean,clean-pool (never flagged)
SB-1114,stability,n.,стабільність,"Умова стабільності або рівноваги, а отже, стійкості до змін.",d_clean,clean-pool (never flagged)
SB-1115,stabilize,v.,стабілізувати,Зробити стабільним.,d_clean,clean-pool (never flagged)
SB-1118,stark,adj.,разючий; суворий,"Простий на вигляд; безплідний, безлюдний.",d_clean,clean-pool (never flagged)
SB-1119,statistical,adj.,статистичний,Статистики або пов’язані зі статистикою.,d_clean,clean-pool (never flagged)
SB-1120,steer,v.,керувати,"Керувати курсом судна, транспортного засобу, літального апарату тощо (за допомогою такого пристрою, як стерно, весло або штурвал).",d_clean,clean-pool (never flagged)
SB-1122,stereotype,n.,стереотип,"Загальноприйняте, шаблонне та часто надто спрощене або перебільшене уявлення, думка чи образ (особи чи групи людей).",d_clean,clean-pool (never flagged)
SB-1123,stimulus,n.,стимул,"Зовнішнє явище, яке впливає на систему, викликаючи або змінюючи внутрішнє явище; наприклад, поштовх або стимул, який спонукає людину вжити заходів або змінити поведінку.",d_clean,clean-pool (never flagged)
SB-1124,stir,v.,ворушити,"Порушувати взаємне розташування частинок (рідини чи подібного), пропускаючи через них предмет.",d_clean,clean-pool (never flagged)
SB-1125,storage,n.,зберігання,Акт зберігання товару; стан зберігання.,d_clean,clean-pool (never flagged)
SB-1129,strategic,adj.,стратегічний,Відносно стратегії.,d_clean,clean-pool (never flagged)
SB-1131,strip (long narrow piece),n.,смужка (довгий вузький шматок),"Довгий і вузький шматок матеріалу, землі або іншої поверхні.",d_clean,clean-pool (never flagged)
SB-1133,strive,v.,прагнути,Намагатися досягти результату; докладати напружених зусиль; намагатися щиро й наполегливо.,d_clean,clean-pool (never flagged)
SB-1135,stumble,v.,спотикатися,Спіткнутися або впасти; незграбно ходити.,d_clean,clean-pool (never flagged)
SB-1136,stun,v.,оглушити,"Виводити з ладу; особливо, викликаючи дезорієнтацію або втрату свідомості.",d_clean,clean-pool (never flagged)
SB-1137,submission,n.,подання,Акт подання або надання напр. завершена робота.,d_clean,clean-pool (never flagged)
SB-1139,subscription,n.,підписка,"Доступ до ресурсу на певний період часу, як правило, платний.",d_clean,clean-pool (never flagged)
SB-1140,subsidy,n.,субсидія,"Фінансова підтримка або допомога, наприклад грант.",d_clean,clean-pool (never flagged)
SB-1141,substantial,adj.,істотний,"Великі за розміром, кількістю або вартістю; достатній; значний.",d_clean,clean-pool (never flagged)
SB-1144,substitution,n.,заміна,Акт заміщення або стан заміщення.,d_clean,clean-pool (never flagged)
SB-1149,successor,n.,наступник,"Особа або річ, яка безпосередньо слідує за іншою у займанні посади чи титулу.",d_clean,clean-pool (never flagged)
SB-1150,suck,v.,смоктати,"Використовувати рот і губи для втягування (рідини, особливо молока з грудей).",d_clean,clean-pool (never flagged)
SB-1151,sue,v.,судитися,"Подати судовий позов проти когось, як правило, некримінальний (цивільний) позов.",d_clean,clean-pool (never flagged)
SB-1152,suicide,n.,самогубство,Акт навмисного самогубства.,d_clean,clean-pool (never flagged)
SB-1155,superb,adj.,чудовий,Першокласний; найвищої якості; виключно добре.,d_clean,clean-pool (never flagged)
SB-1156,superior,adj.,вищий,"Вищий за рангом, статусом або якістю.",d_clean,clean-pool (never flagged)
SB-1158,supervision,n.,нагляд,Акт або випадок нагляду.,d_clean,clean-pool (never flagged)
SB-1162,supposedly,adv.,нібито,Як питання припущення; у переконаннях або згідно з твердженнями деяких людей.,d_clean,clean-pool (never flagged)
SB-1163,suppress,v.,придушити,"Покінчити, особливо силою, розчавити, знищити; забороняти, підкоряти.",d_clean,clean-pool (never flagged)
SB-1166,surgical,adj.,хірургічний,"Відносно, використовується під час хірургічного втручання або є результатом операції.",d_clean,clean-pool (never flagged)
SB-1168,surrender,v.,здатися,"Віддатися у владу іншого, особливо в полоні; подати або поступитися.",d_clean,clean-pool (never flagged)
SB-1171,suspicion,n.,підозра,"Дія підозрювати щось або когось, особливо в чомусь недобре.",d_clean,clean-pool (never flagged)
SB-1172,suspicious,adj.,підозрілий,Недовірливий або схильний підозрювати.,d_clean,clean-pool (never flagged)
SB-1175,sword,n.,меч,"Довга клинкова зброя з руків’ям і, як правило, навершям і поперечною гардою (разом утворюючи ефес), яка призначена для рубання, удару, рубання та/або рубання.",d_clean,clean-pool (never flagged)
SB-1176,symbolic,adj.,символічний,Непряме представлення або посилання на іншу річ.,d_clean,clean-pool (never flagged)
SB-1177,syndrome,n.,синдром,"Розпізнаваний зразок ознак, симптомів та/або поведінки, особливо хвороби, медичного чи психологічного стану.",d_clean,clean-pool (never flagged)
SB-1178,synthesis,n.,синтез,Утворення чогось складного або зв'язного шляхом поєднання більш простих речей.,d_clean,clean-pool (never flagged)
SB-1181,tactic,n.,тактика,"Маневр або дія, спрямована на досягнення якоїсь мети.",d_clean,clean-pool (never flagged)
SB-1183,taxpayer,n.,платник податків,"Особа, яка підлягає оподаткуванню, зобов’язана або сплачує податок.",d_clean,clean-pool (never flagged)
SB-1184,tempt,v.,спокусити,"Спровокувати когось на неправоту, особливо обіцяючи винагороду; заманювати.",d_clean,clean-pool (never flagged)
SB-1185,tenant,n.,орендар,"Той, хто має право оренди (найму).",d_clean,clean-pool (never flagged)
SB-1186,tender,adj.,ніжний,Чутливий або болючий на дотик.,d_clean,clean-pool (never flagged)
SB-1189,terminate,v.,припинити,"Закінчити щось, особливо коли воно залишилося в незавершеному стані.",d_clean,clean-pool (never flagged)
SB-1190,terrain,n.,місцевість; рельєф,Ділянка землі або її особливості.,d_clean,clean-pool (never flagged)
SB-1191,terrific,adj.,чудовий,"Надзвичайно добре; відмінно, дивовижно.",d_clean,clean-pool (never flagged)
SB-1192,testify,v.,свідчити,Робити заяву або давати свідчення під присягою.,d_clean,clean-pool (never flagged)
SB-1194,texture,n.,текстура,"Відчуття або форма поверхні або речовини; гладкість, шорсткість, м'якість і т. ін.",d_clean,clean-pool (never flagged)
SB-1200,thereby,adv.,тим самим,За ним; цим; таким чином або як наслідок цього.,d_clean,clean-pool (never flagged)
SB-1202,thought-provoking,adj.,що спонукає до роздумів,"Цікавий у такий спосіб, що ставить під сумнів чиїсь переконання, погляди чи точку зору.",d_clean,clean-pool (never flagged)
SB-1203,thread,n.,нитка,"Шнур, утворений шляхом прядіння або скручування разом текстильних волокон або ниток в одне або кілька безперервних ниток, зазвичай використовується в рукоділлі.",d_clean,clean-pool (never flagged)
SB-1207,tide,n.,приплив,"Добове коливання рівня моря, викликане гравітаційним впливом Місяця і Сонця.",d_clean,clean-pool (never flagged)
SB-1208,tighten,v.,затягувати,Зробити щільніше.,d_clean,clean-pool (never flagged)
SB-1209,timber,n.,деревина,Дерева в лісі розглядаються як джерело деревини.,d_clean,clean-pool (never flagged)
SB-1211,tobacco,n.,тютюн,"Листя Nicotiana tabacum та деяких інших видів культивують і збирають для виготовлення сигарет, сигар, нюхального тютюну, для куріння в трубках або для жування.",c_known_open,known-open-24 (seed-20260913; semantic-pedagogical-error)
SB-1212,tolerance,n.,толерантність,"Здатність або практика толерантності; прийняття або терпляче ставлення до переконань, думок або практики інших; відсутність фанатизму.",d_clean,clean-pool (never flagged)
SB-1217,toss,v.,кинути,Кидати з початковим напрямком вгору.,d_clean,clean-pool (never flagged)
SB-1219,toxic,adj.,токсичний,Сильно негативний або шкідливий.,d_clean,clean-pool (never flagged)
SB-1221,trademark,n.,товарний знак,"Слово, символ або фраза, які використовуються для ідентифікації продукту певної компанії та відрізняють його від продуктів інших компаній.",d_clean,clean-pool (never flagged)
SB-1223,trailer,n.,трейлер,"Безмоторний колісний транспортний засіб (не караван або кемпер), який буксирується позаду іншого та використовується для перевезення обладнання тощо, яке не можна перевозити на передньому транспортному засобі.",d_clean,clean-pool (never flagged)
SB-1224,transaction,n.,транзакція,"Обмін або торгівля ідеями, грошима, товарами тощо.",d_clean,clean-pool (never flagged)
SB-1225,transcript,n.,стенограма,"Щось, що було транскрибовано; письмо або твір, що складається з тих самих слів, що й оригінал; письмова копія.",d_clean,clean-pool (never flagged)
SB-1227,transit,n.,транзит,"Перевезення людей або товарів з одного місця в інше, особливо в системі громадського транспорту; транспортні засоби, що використовуються для таких перевезень.",d_clean,clean-pool (never flagged)
SB-1228,transmission,n.,передача,"Акт передачі, напр. даних (сигналів) або електроенергії.",d_clean,clean-pool (never flagged)
SB-1229,transparency,n.,прозорість,відкритість; доступність для перевірки.,d_clean,clean-pool (never flagged)
SB-1232,treaty,n.,договір,"Формальна обов'язкова угода, укладена суб'єктами міжнародного права, а саме державами та міжнародними організаціями; конвенція, пакт.",d_clean,clean-pool (never flagged)
SB-1234,tribal,adj.,племінний,Що стосується племен.,d_clean,clean-pool (never flagged)
SB-1235,tribunal,n.,трибунал,"Збори, до складу яких входять один або більше суддів для ведення судових справ; суд.",d_clean,clean-pool (never flagged)
SB-1236,tribute,n.,данина,"Визнання вдячності, поваги чи захоплення; супутній подарунок.",d_clean,clean-pool (never flagged)
SB-1238,trio,n.,тріо,Група з трьох людей або речей.,d_clean,clean-pool (never flagged)
SB-1239,triumph,n.,тріумф,"Переконливий успіх після зусиль, конфлікту або зіткнення з перешкодами; перемога; завоювання.",d_clean,clean-pool (never flagged)
SB-1240,trophy,n.,трофей,"Предмет, як правило, у формі статуетки, кубка або щита, який вручається за успіх у змаганнях або для відзначення особливого досягнення.",d_clean,clean-pool (never flagged)
SB-1241,troubled,adj.,стурбований,"Тривожний, стурбований, змучений турботами.",d_clean,clean-pool (never flagged)
SB-1242,trustee,n.,довірена особа,"Особа, якій юридично передано майно в довірчу власність, що використовується або на користь певних осіб (бенефіціарів), або для суспільних потреб; той, кому довірено майно на користь іншого.",d_clean,clean-pool (never flagged)
SB-1244,turnout,n.,явка,"Кількість або частка людей, які відвідують або беруть участь у події (особливо у виборах) або присутні на місці проведення.",d_clean,clean-pool (never flagged)
SB-1245,turnover,n.,оборот,"Сума грошей, прийнята як продажі, здійснені за певний період.",d_clean,clean-pool (never flagged)
SB-1246,twist,"v., n.",крутити,"Повертати кінці чого-небудь, зазвичай нитки, мотузки тощо, у протилежних напрямках, часто із застосуванням сили.",d_clean,clean-pool (never flagged)
SB-1247,undergraduate,n.,студент,"Студент університету, який ще не отримав наукового ступеня.",d_clean,clean-pool (never flagged)
SB-1249,undermine,v.,підривати,"Послаблювати або діяти проти; перешкоджати, саботувати.",d_clean,clean-pool (never flagged)
SB-1250,undoubtedly,adv.,безсумнівно,Без сумніву; однозначно.,d_clean,clean-pool (never flagged)
SB-1252,unprecedented,adj.,безпрецедентний,"Ніколи раніше не бачив, не робив і не відчував; без прецеденту.",d_clean,clean-pool (never flagged)
SB-1253,unveil,v.,розкрити,Зняти вуаль з; розкривати; виявити щось приховане.,d_clean,clean-pool (never flagged)
SB-1254,upcoming,adj.,майбутній,Відбудеться або з'явиться у відносно близькому майбутньому.,d_clean,clean-pool (never flagged)
SB-1255,upgrade,"v., n.",оновлення,"Поліпшення, як правило, застосовується до технології, як правило, шляхом повної заміни одного або кількох компонентів.",d_clean,clean-pool (never flagged)
