id,word,source,category,severity,issue,proposed_correction,confidence
SB-1656,insert,main-pass,grammar,P1,ua noun but def is entirely verbal.,вставляти (verb sense),high
SB-1666,release,main-pass,pedagogical-accuracy,P1,Both fields restricted to software releases only; academic word much broader (release of info/report/prisoner).,оприлюднення / випуск / вивільнення,high
SB-1673,unique,main-pass,other,P1,Word repeated three times.,Єдиний у своєму роді.,high
SB-1674,visible,main-pass,grammar,P1,"'видно' impersonal predicative, not attributive adjective.",видимий,medium
SB-1676,abandon,main-pass,semantic-fidelity,P1,Phrase duplicated; misses core 'leave/desert permanently' sense.,покинути / залишити (primary sense),medium
SB-1684,contemporary,main-pass,circular-definition,P1,Circular plus nonsensical parenthetical.,"Такий, що існує в один час з чимось іншим.",high
SB-1689,deviation,main-pass,pedagogical-accuracy,P1,Frames as moral/behavioral departure; academic sense (standard deviation) is neutral/statistical.,"Відхилення від норми, стандарту чи плану.",medium
SB-1691,dramatic,main-pass,pedagogical-accuracy,P1,Only theatrical sense; misses 'sudden/striking' sense essential for Writing Task 1.,"Раптовий, різкий і значний (change).",high
SB-1693,exhibit,main-pass,grammar,P1,ua noun but def is entirely verbal.,демонструвати / виявляти (verb sense),high
SB-1703,offset,main-pass,semantic-fidelity,P1,ua=physical shift; def=counterbalance/compensation sense (carbon offset).,компенсація / врівноваження,high
SB-1706,practitioners,main-pass,grammar,P1,ua genitive/accusative not nominative plural.,практики,high
SB-1727,coherence,main-pass,pedagogical-accuracy,P1,IELTS official criterion term is 'зв'язність' not 'узгодженість'; pedagogical risk for exam prep.,зв'язність,medium
SB-1728,commenced,main-pass,grammar,P1,"Mixes infinitive with imperative, ungrammatical.","Почати, розпочати.",high
SB-1742,insights,main-pass,semantic-fidelity,P1,"'уявлення'=general notion, weaker than def's deep understanding.",розуміння / проникливе розуміння (інсайти),medium
SB-1743,manual,spot-check,circular-definition,P1,Defines via synonym only; omits 'ручна праця' adjective sense.,"ua: ""посібник, довідник (ім.); ручний (прикм.)"" | definitionUa: ""1. (ім.) Книжка з інструкціями про те, як користуватися чимось або виконувати роботу. 2. (прикм.) Такий, що виконується руками чи фізичною працею, а не автоматично.""",high
SB-1748,overlap,main-pass,grammar,P1,ua noun but def is verb infinitive.,перекриватися (verb) or noun-phrase def.,medium
SB-1763,unified,main-pass,semantic-fidelity,P1,"'уніфікований'=standardized, false friend for 'unified'(brought together).",об'єднаний,high
SB-1764,vision,main-pass,semantic-fidelity,P1,"ua=figurative vision/outlook; def=literal eyesight sense, mismatched.",Align to figurative sense; use 'зір' for eyesight.,medium
SB-1765,collapse,main-pass,grammar,P1,ua noun but def is verb infinitive.,розвалитися/зруйнуватися (verb) or noun-phrase def.,medium
SB-1766,colleagues,main-pass,other,P1,"'Другий член' mistranslation of 'fellow member' as 'second member', nonsensical.",Товариш чи колега по професії.,high
SB-1767,compiled,main-pass,pedagogical-accuracy,P1,Narrow software-compilation def; general academic sense is 'gathered/assembled data'.,Зібраний і впорядкований з різних джерел.,medium
SB-1773,inclination,main-pass,semantic-fidelity,P1,'нахил'=physical tilt; def=abstract disposition sense needs 'схильність'.,схильність,medium
SB-1776,levy,main-pass,grammar,P1,ua noun but def is verb infinitive.,стягувати/накладати (податок) (verb) or noun-phrase def.,medium
SB-1781,panel,main-pass,semantic-fidelity,P1,"'панель' suggests physical control panel, not group of people.",комісія / група експертів,medium
SB-1782,posed,main-pass,pedagogical-accuracy,P1,Only literal photo-pose sense; misses 'pose a question/problem' academic sense entirely.,поставив (питання/проблему),high
SB-0002,abortion,main-pass,circular-definition,P2,Merely prepends 'artificial' to repeat of headword.,Навмисне переривання вагітності медичним шляхом.,low
SB-0011,accessible,main-pass,grammar,P2,Phrased as noun phrase rather than adjective definition.,"Такий, до якого легко дістатися, отримати або скористатися.",low
SB-0032,administrative,main-pass,other,P2,Redundantly repeats the same word twice.,Rewrite as 'Що стосується управління або організації роботи установи.',medium
SB-0034,admission,main-pass,grammar,P2,"Ends in genitive case, doesn't fit nominative list.",Change final word to nominative 'доступ'.,medium
SB-0046,alert,main-pass,grammar,P2,"pos covers v., n., adj. but ua only noun, definition is verb infinitive.",Split senses explicitly.,medium
SB-0049,alignment,spot-check,pedagogical-accuracy,P2,Only physical sense; misses abstract 'agreement/conformity' sense.,"ua: ""вирівнювання; узгодження"" | definitionUa: ""1. Розташування предметів у ряд або в правильному відносному положенні. 2. Узгодженість поглядів, цілей чи дій; підтримка спільної позиції.""",medium
SB-0051,allegation,main-pass,pedagogical-accuracy,P2,"'твердження' is neutral, loses accusatory nuance and collides with 'assertion'.",Use 'звинувачення (голослівне)'.,medium
SB-0062,amend,main-pass,pedagogical-accuracy,P2,Misses primary academic/legal sense (formal correction to law/document).,Use 'вносити зміни/поправки'.,medium
SB-0074,appoint,main-pass,semantic-fidelity,P2,"'іменувати' primarily means to name something, doesn't match 'призначати'.",Rewrite as 'Призначити (когось на посаду чи роль).',medium
SB-0080,arguably,main-pass,pedagogical-accuracy,P2,Including 'ймовірно' conflates arguably with probably.,Drop 'ймовірно'.,medium
SB-0105,availability,main-pass,russianism-calque,P2,Unnatural literal calque.,Стан або можливість бути доступним.,medium
SB-0124,benchmark,main-pass,pedagogical-accuracy,P2,'орієнтир' weaker than measurement standard.,еталон / контрольний показник,medium
SB-0128,bind,main-pass,semantic-fidelity,P2,'пов'язувати' means link/associate conceptually vs physical tying.,зв'язувати; зобов'язувати,medium
SB-0131,bizarre,main-pass,pedagogical-accuracy,P2,Undertranslates extravagant connotation.,химерний / дивакуватий,medium
SB-0141,bounce,main-pass,semantic-fidelity,P2,"'підстрибувати' means hop repeatedly, not rebound.",відскакувати,medium
SB-0144,breach,main-pass,grammar,P2,"pos n.,v. but ua only noun.",порушення; порушувати,medium
SB-0145,breakdown,main-pass,pedagogical-accuracy,P2,Missing data-breakdown sense.,Add розбивка/деталізація.,medium
SB-0154,bulk,main-pass,pedagogical-accuracy,P2,'Маса' doesn't convey 'the main part'.,більшість; основна частина,medium
SB-0155,burden,spot-check,pedagogical-accuracy,P2,Only literal sense; misses dominant figurative (burden of proof) sense.,"ua: ""тягар"" | definitionUa: ""Щось важке, що доводиться нести; переносно — обов'язок, відповідальність чи клопіт, який важко витримувати (напр., «тягар доказування»).""",high
SB-0159,cabinet,main-pass,pedagogical-accuracy,P2,Defaults to office/room without qualifier.,кабінет міністрів (уряду),medium
SB-0167,carve,main-pass,pedagogical-accuracy,P2,Missing sculpting/figurative sense.,Add вирізьблювати; carve out a role.,low
SB-0169,casualty,main-pass,semantic-fidelity,P2,'потерпілий' implies survivor; def includes killed.,жертва / постраждалий,medium
SB-0171,cater,spot-check,semantic-fidelity,P2,"Too generic 'обслуговувати', misses catering/food-service specificity.","ua: ""забезпечувати харчуванням (кейтеринг); обслуговувати; задовольняти потреби"" | definitionUa: ""Забезпечувати їжею та напоями, зазвичай для події, як професійну послугу; задовольняти чиїсь потреби чи бажання.""",high
SB-0175,cease,main-pass,russianism-calque,P2,Awkward literal calque.,Зупинитися; припинитися.,medium
SB-0189,clarity,main-pass,circular-definition,P2,Ends with redundant repetition.,Trim redundancy.,medium
SB-0194,closure,main-pass,other,P2,'подія' duplicated.,Fix duplication.,high
SB-0202,collaboration,main-pass,circular-definition,P2,Restates headword.,Спільна робота кількох людей для спільної мети.,high
SB-0209,commentary,spot-check,pedagogical-accuracy,P2,Restricted to live broadcast; misses written analysis sense.,"ua: ""коментар"" | definitionUa: ""1. Усний опис події, зокрема трансляції по радіо чи телебаченню, у міру її розгортання. 2. Письмовий або усний аналіз, роз'яснення чи набір зауважень про щось.""",high
SB-0213,commodity,main-pass,russianism-calque,P2,Legal-jargon calque.,"Товар або сировина, що продаються й купуються.",medium
SB-0219,compelling,main-pass,grammar,P2,Lowercase fragment mixing adverb and clause.,"Такий, що дуже зацікавлює і здатний захопити увагу.",medium
SB-0220,compensate,main-pass,other,P2,Awkward repetition of root.,Платити або відшкодовувати комусь.,low
SB-0221,compensation,main-pass,circular-definition,P2,Circular.,Грошова винагорода за шкоду чи роботу.,high
SB-0226,complexity,main-pass,other,P2,Word duplicated.,"Стан складного, з багатьма частинами.",high
SB-0227,compliance,main-pass,circular-definition,P2,Circular.,"Дотримання правил, стандартів.",medium
SB-0228,complication,main-pass,other,P2,Duplicated word.,Fix duplication.,high
SB-0231,compromise,main-pass,grammar,P2,pos v. but ua only noun; stray fragment.,n. компроміс; v. йти на компроміс.,medium
SB-0234,concede,main-pass,semantic-fidelity,P2,Def is 'admit' sense; ua emphasizes 'yield' sense.,визнавати (неохоче); поступатися,medium
SB-0244,confront,main-pass,russianism-calque,P2,Rare unidiomatic calque.,протистояти; зіткнутися з,medium
SB-0246,congratulate,main-pass,russianism-calque,P2,Stilted literal calque.,Висловити радість з приводу успіху.,medium
SB-0249,conquer,main-pass,pedagogical-accuracy,P2,Generic 'win' vs subjugation by force.,завоювати; підкорити,medium
SB-0254,consent,main-pass,grammar,P2,pos v. but ua only noun.,n. згода; v. давати згоду.,medium
SB-0263,consultation,main-pass,pedagogical-accuracy,P2,Narrows to doctor's appointment only.,Обговорення з фахівцем перед рішенням.,medium
SB-0264,contemplate,main-pass,pedagogical-accuracy,P2,Misses 'consider seriously' academic sense.,обмірковувати; розмірковувати над,medium
SB-0286,correction,main-pass,circular-definition,P2,Circular.,Зміна для усунення помилки.,medium
SB-0292,corresponding,main-pass,grammar,P2,"Lowercase fragment, vague.","Такий, що відповідає чомусь іншому; аналогічний.",medium
SB-0293,corrupt,main-pass,grammar,P2,"Adjective entry, noun-clause definition.",Який діє нечесно заради особистої вигоди.,medium
SB-0296,councillor,main-pass,pedagogical-accuracy,P2,"Same ua as counsellor (SB-0298), erasing spelling-confusion disambiguation.","член ради; (міський) радник, with usage note.",medium
SB-0300,counterpart,main-pass,circular-definition,P2,"Incomplete fragment, fails to convey key sense.","Особа/річ, яка виконує подібну функцію в іншій системі.",medium
SB-0309,creep,main-pass,pedagogical-accuracy,P2,"Same ua as crawl, loses distinction.",скрадатися / підкрадатися,medium
SB-0315,cult,main-pass,grammar,P2,"pos n.,adj. but only noun given.",Add культовий (cult film).,medium
SB-0322,damaging,main-pass,other,P2,Word repeated twice.,"Заподіяння шкоди; шкідливий, руйнівний.",medium
SB-0327,decisive,main-pass,pedagogical-accuracy,P2,Misses sense of decisive person.,Add рішучий (про людину).,medium
SB-0331,deed,main-pass,pedagogical-accuracy,P2,'Справа' looser than 'вчинок'.,вчинок,low
SB-0350,deployment,main-pass,circular-definition,P2,Too generic.,Розміщення військ/ресурсів/ПЗ для завдання.,medium
SB-0355,descent,main-pass,russianism-calque,P2,'Екземпляр' awkward calque.,Випадок або процес спускання.,medium
SB-0356,designate,main-pass,pedagogical-accuracy,P2,"Misses 'appoint' sense, word repeated.",Add призначити (роль).,low
SB-0369,dictate,main-pass,pedagogical-accuracy,P2,Misses figurative 'control/determine' sense.,"Add визначати, диктувати умови.",medium
SB-0384,disclosure,spot-check,circular-definition,P2,"Circular, reuses own root.","ua: ""розкриття (інформації); оприлюднення"" | definitionUa: ""Оприлюднення раніше прихованої або таємної інформації; сама розкрита інформація.""",high
SB-0390,disposal,main-pass,pedagogical-accuracy,P2,Misses 'at someone's disposal' idiom.,Add розпорядження.,medium
SB-0397,distinctive,main-pass,register,P2,Dated word choice.,характерний / самобутній,low
SB-0405,domain,main-pass,pedagogical-accuracy,P2,'домен' mainly internet domain; academic sense needs сфера/галузь.,сфера; галузь,medium
SB-0440,enact,main-pass,pedagogical-accuracy,P2,'постановити' too general; standard is 'ухвалити закон'.,ухвалити (закон),medium
SB-0450,enforcement,main-pass,pedagogical-accuracy,P2,ua loses compulsory nuance present in def.,примусове виконання; правозастосування,medium
SB-0454,enrich,spot-check,other,P2,Stray etymological tag '[з 14 ст.]' leaked into definition.,"ua: ""збагачувати"" | definitionUa: ""Робити щось багатшим, ціннішим або кращим за якістю; покращувати.""",high
SB-0462,equality,main-pass,circular-definition,P2,Tautological.,"Стан, за якого всі мають однакові права.",medium
SB-0465,escalate,main-pass,other,P2,Duplicated word.,Fix duplication.,high
SB-0481,exert,main-pass,other,P2,Irrelevant trailing phrase.,Remove artifact.,medium
SB-0496,fade,main-pass,pedagogical-accuracy,P2,'зникати'=disappear (sudden); fade is gradual.,"згасати, поступово зникати",medium
SB-0497,fairness,main-pass,other,P2,Duplicated word.,Fix duplication.,high
SB-0505,film-maker,main-pass,semantic-fidelity,P2,Narrows to director only.,кінематографіст; творець фільмів,medium
SB-0510,fixture,main-pass,pedagogical-accuracy,P2,Weak match; missing sports 'scheduled match' sense.,стаціонарний прилад; (спорт.) запланований матч,medium
SB-0517,flourish,spot-check,russianism-calque,P2,Awkward calque opening 'Щоб процвітати...'.,"ua: ""процвітати; розквітати; буяти"" | definitionUa: ""Успішно розвиватися, розквітати чи процвітати; активно й енергійно рости.""",high
SB-0536,gallon,main-pass,pedagogical-accuracy,P2,Only US gallon given; IELTS is British (imperial).,UK imperial gallon = 4.546L; US = 3.785L.,medium
SB-0541,generic,main-pass,pedagogical-accuracy,P2,'родовий' confusingly associated with genitive case.,"загальний, непатентований (дженерик)",medium
SB-0552,gravity,main-pass,pedagogical-accuracy,P2,Missing 'seriousness' academic sense.,"Add серйозність, вага.",low
SB-0555,grin,main-pass,pedagogical-accuracy,P2,Doesn't distinguish grin from smile.,широко посміхатися,medium
SB-0565,halt,main-pass,grammar,P2,"pos v.,n. but only noun; def is verb.","зупиняти(ся), припиняти (v.); зупинка (n.)",medium
SB-0569,harassment,main-pass,pedagogical-accuracy,P2,Overlaps with persecution/stalking; better term available.,домагання; цькування,low
SB-0572,harsh,main-pass,pedagogical-accuracy,P2,Only sensory meaning; academic 'harsh criticism/conditions' missing.,Add both literal and figurative senses.,medium
SB-0597,idiot,main-pass,register,P2,Informal/pejorative but register tagged academic/neutral.,Change register.,medium
SB-0603,imprison,main-pass,grammar,P2,Pronoun number mismatch.,проти його/її волі,medium
SB-0607,inappropriate,main-pass,circular-definition,P2,Phrase repeated.,Fix duplication.,medium
SB-0612,indicator,main-pass,pedagogical-accuracy,P2,Academic term is 'показник' not 'індикатор'.,показник,medium
SB-0613,indictment,main-pass,pedagogical-accuracy,P2,Generic 'accusation' loses formal legal meaning; word duplicated.,обвинувальний акт,medium
SB-0615,induce,main-pass,semantic-fidelity,P2,ua covers 'persuade'; def covers 'cause' sense.,Add спричиняти/викликати as primary.,medium
SB-0627,injection,spot-check,circular-definition,P2,Circular definition.,"ua: ""ін'єкція; вливання"" | definitionUa: ""Введення рідини, зазвичай ліків, у тіло за допомогою шприца; переносно — вливання коштів чи ресурсів.""",high
SB-0637,instruct,main-pass,other,P2,Modal repeated redundantly.,...повинні або мають робити.,medium
SB-0657,interior,main-pass,grammar,P2,"pos adj.,n. but only noun given.",Add внутрішній (adj.),medium
SB-0663,investigator,main-pass,pedagogical-accuracy,P2,Narrows to police investigator; academic 'researcher' sense missing.,Add дослідник as alternate.,medium
SB-0666,involvement,spot-check,circular-definition,P2,Weakly tautological paraphrase.,"ua: ""участь; причетність"" | definitionUa: ""Участь у діяльності чи ситуації або причетність до неї; ступінь, до якого хтось задіяний.""",medium
SB-0667,ironic,main-pass,other,P2,Garbled parenthetical.,Характеризується іронією.,medium
SB-0669,irony,main-pass,other,P2,Truncated.,Complete sentence.,medium
SB-0673,junction,main-pass,pedagogical-accuracy,P2,'перехрестя' more idiomatic for road junction.,перехрестя / вузол,low
SB-0679,kingdom,main-pass,circular-definition,P2,Reuses headword.,"Держава, якою править монарх.",medium
SB-0680,lad,main-pass,register,P2,Informal British word tagged academic/neutral.,Change register.,low
SB-0686,latter,main-pass,pedagogical-accuracy,P2,Generic 'останній' loses former/latter contrast nuance.,останній (із двох згаданих) with note.,medium
SB-0698,lengthy,main-pass,pedagogical-accuracy,P2,Loses excessive-duration connotation; ua/def inconsistent.,довготривалий / затяжний,medium
SB-0701,lethal,main-pass,other,P2,"Garbled concatenation, stray fem adjective.",Здатний спричинити смерть.,high
SB-0705,liberty,main-pass,russianism-calque,P2,'Умова' calque of 'condition'.,Стан свободи.,medium
SB-0708,likelihood,main-pass,circular-definition,P2,Word repeated 4x.,Ступінь імовірності події.,high
SB-0725,magical,main-pass,circular-definition,P2,Single verb form not proper definition.,Пов'язаний із магією; дуже чудовий.,medium
SB-0734,manifest,main-pass,other,P2,Word repeated where two different meanings intended.,...поза сумнівом чи запереченням.,medium
SB-0777,missile,spot-check,other,P2,Stray etymological tag '[з 20 ст.]' leaked into definition.,"ua: ""ракета"" | definitionUa: ""Самохідний снаряд або зброя, спрямована на ціль, траєкторію якої можна коригувати після пуску.""",high
SB-0780,mobilize,main-pass,pedagogical-accuracy,P2,Restricted to military use only.,Add broader mobilize resources/support sense.,medium
SB-0781,moderate,main-pass,grammar,P2,Feminine adjective with no noun agreement.,"Помірний, не надмірний.",medium
SB-0783,momentum,spot-check,pedagogical-accuracy,P2,Only physics def; misses figurative 'gaining momentum' sense.,"ua: ""імпульс; рушійна сила; темп"" | definitionUa: ""1. (фізика) Добуток маси тіла на його швидкість. 2. Набута рушійна сила чи темп розвитку подій (напр., «набирати обертів»).""",high
SB-0786,morality,main-pass,pedagogical-accuracy,P2,'моральність' more precise for abstract quality.,мораль; моральність,low
SB-0798,newsletter,main-pass,pedagogical-accuracy,P2,"'бюлетень' suggests ballot/official bulletin, confusing.",інформаційний бюлетень; розсилка,medium
SB-0804,nominee,main-pass,other,P2,"'посаду' repeated 3x, merged glosses.","Особа, висунута кандидатом на посаду/нагороду.",medium
SB-0809,notable,main-pass,grammar,P2,Word duplicated.,Вартий уваги; видатний.,high
SB-0815,objection,main-pass,grammar,P2,"Duplicated phrase, MT artifact.",Твердження або причина для незгоди.,high
SB-0820,occurrence,main-pass,semantic-fidelity,P2,"'виникнення'=emergence, narrower than event/occurrence; word duplicated.","подія, випадок",medium
SB-0824,operational,main-pass,semantic-fidelity,P2,"'оперативний' primarily means prompt/swift, risking confusion.",діючий; введений в експлуатацію,medium
SB-0826,optical,main-pass,grammar,P2,Phrase duplicated.,Fix duplication.,high
SB-0830,orientation,main-pass,pedagogical-accuracy,P2,Only literal spatial sense; misses orientation session/attitude senses.,Add вступний захід; базове ставлення.,medium
SB-0832,outbreak,spot-check,pedagogical-accuracy,P2,'виверження'(volcanic eruption) confusing lead synonym.,"ua: ""спалах"" | definitionUa: ""Раптовий початок чогось небажаного — хвороби, насильства чи війни.""",high
SB-0834,outlet,main-pass,pedagogical-accuracy,P2,Only electrical-socket sense; misses emotional/retail outlet.,Add засіб вираження; точка збуту.,medium
SB-0835,outlook,main-pass,pedagogical-accuracy,P2,"'світогляд' implies comprehensive worldview, too strong.","погляд, ставлення; перспективи",low
SB-0838,overlook,main-pass,grammar,P2,"Self-contradictory second clause, poorly merged senses.",Не помітити або проігнорувати; also 'have a view of'.,medium
SB-0841,overturn,main-pass,pedagogical-accuracy,P2,Legal 'overturn a decision' needs 'скасувати' not 'перевертати'.,скасувати (рішення); повалити (уряд),medium
SB-0850,partially,main-pass,grammar,P2,Duplicated.,"Частково, неповністю.",high
SB-0851,passing,main-pass,grammar,P2,"Awkward calque, barely parses.",Плин (часу); перехід з одного стану в інший.,medium
SB-0862,persist,main-pass,pedagogical-accuracy,P2,Misses 'continue to exist' sense (symptoms persisted).,"тривати, зберігатися",medium
SB-0867,philosophical,main-pass,grammar,P2,Broken syntax.,"Той, що стосується філософії.",medium
SB-0893,pregnancy,main-pass,circular-definition,P2,Restates headword.,"Стан жінки, яка виношує дитину.",medium
SB-0902,preservation,main-pass,circular-definition,P2,"Duplicated fragment, awkward calque ending.",Дія захисту від пошкодження.,high
SB-0908,presume,main-pass,other,P2,Word duplicated.,Fix duplication.,high
SB-0909,prevail,main-pass,other,P2,Phrase duplicated.,Fix duplication.,medium
SB-0918,proceedings,main-pass,pedagogical-accuracy,P2,Misses 'conference proceedings' academic sense.,Add матеріали конференції.,medium
SB-0922,proclaim,main-pass,circular-definition,P2,Word repeated.,Офіційно та публічно оголосити.,high
SB-0923,productive,main-pass,grammar,P2,Plural adjective form mismatch.,родючий (singular).,medium
SB-0926,profound,main-pass,grammar,P2,Adverb form in adjective definition.,дуже серйозний (adj).,medium
SB-0931,proposition,main-pass,pedagogical-accuracy,P2,Misses logical 'true/false statement' sense.,Add твердження (logic/argumentation).,medium
SB-0933,prosecution,main-pass,pedagogical-accuracy,P2,Same ambiguity as prosecute.,кримінальне переслідування; обвинувачення,medium
SB-0940,provincial,main-pass,other,P2,Word duplicated.,Fix duplication.,high
SB-0942,provoke,main-pass,pedagogical-accuracy,P2,Restricted to anger; misses 'provoke debate/reaction' sense.,"Викликати реакцію, дію чи почуття.",medium
SB-0945,pump,main-pass,grammar,P2,"pos v.,n. but only noun.",насос; качати/накачувати,medium
SB-0946,punch,main-pass,grammar,P2,"pos n.,v. but only noun given; missing verb.",удар; бити кулаком,medium
SB-0947,query,main-pass,other,P2,Garbled merged regional glosses.,Питання або офіційний запит.,high
SB-0953,raid,main-pass,other,P2,"Unnatural calque, only verb given noun.",Здійснити раптовий напад/обшук.,medium
SB-0958,rational,main-pass,pedagogical-accuracy,P2,Only philosophical sense; misses 'logical/sensible' everyday sense.,Заснований на логіці й розумі.,medium
SB-0962,realm,main-pass,register,P2,'царство' sounds archaic/fairy-tale for academic domain sense.,сфера; царина,medium
SB-0973,reform,main-pass,other,P2,Redundant calque-heavy pile-up; only noun given.,Внести суттєві зміни для покращення.,medium
SB-0976,regain,main-pass,grammar,P2,Reflexive verb used instead of transitive.,Повернути собі щось втрачене.,medium
SB-0982,reign,main-pass,grammar,P2,"pos n.,v. but only noun; verb missing.",царювання; царювати/правити,medium
SB-0985,reliability,main-pass,other,P2,Word duplicated.,Fix duplication.,high
SB-0989,remedy,main-pass,pedagogical-accuracy,P2,"Restricted to medical sense, misses figurative problem-solving sense.",Add спосіб вирішення проблеми.,medium
SB-0991,removal,main-pass,circular-definition,P2,Restates headword twice.,Дія переміщення чи усунення чогось.,medium
SB-0992,render,main-pass,pedagogical-accuracy,P2,ua lists multiple senses but def covers only narrow translate sense.,Cover render possible/render assistance senses.,medium
SB-0994,renowned,main-pass,other,P2,"Duplicated word, broken verb form; ua undersells prestige.",уславлений; знаменитий,medium
SB-0997,reportedly,main-pass,register,P2,'нібито' adds skeptical connotation not always present.,за повідомленнями; як повідомляється,medium
SB-0998,representation,main-pass,semantic-fidelity,P2,"ua=political/legal rep; def=depiction sense, mismatched.",Cover both senses distinctly.,medium
SB-1005,residential,main-pass,other,P2,Near-meaningless calque.,Призначений для проживання людей.,medium
SB-1008,resistance,main-pass,circular-definition,P2,Circular.,Протидія якійсь силі чи впливу.,high
SB-1017,revenge,main-pass,russianism-calque,P2,Stilted machine-translated calque.,Дія у відповідь на заподіяну кривду.,medium
SB-1019,revival,main-pass,circular-definition,P2,Circular.,Повернення чогось до активного стану.,high
SB-1038,sake,main-pass,grammar,P2,'заради' is preposition not noun; only exists in phrases.,Note prepositional-phrase-only usage.,medium
SB-1039,sanction,main-pass,pedagogical-accuracy,P2,Missing opposite 'official approval' sense.,Add дозвіл/схвалення sense.,medium
SB-1050,seize,main-pass,pedagogical-accuracy,P2,Only literal grab sense; misses figurative 'seize power/opportunity'.,захопити; (нагоду) скористатися,medium
SB-1052,selective,main-pass,other,P2,'метушливий'(restless) mistranslation of 'fussy'.,Вибагливий або прискіпливий при виборі.,medium
SB-1055,sensitivity,main-pass,circular-definition,P2,Word repeated twice.,Здатність гостро реагувати на подразники.,high
SB-1056,sentiment,main-pass,other,P2,Word duplicated; misses 'public opinion/attitude' academic sense.,Загальна думка чи ставлення.,medium
SB-1070,sigh,main-pass,other,P2,Truncated.,Complete sentence.,high
SB-1071,simulate,main-pass,pedagogical-accuracy,P2,"'симулювати' commonly means to feign/fake, misleading.",моделювати; відтворювати,medium
SB-1104,spell,main-pass,pedagogical-accuracy,P2,Missing common 'period of time' academic noun sense.,"Add період, проміжок часу.",medium
SB-1105,sphere,main-pass,other,P2,Stray trailing formatting artifact.,Remove stray period.,high
SB-1107,spine,main-pass,grammar,P2,Subject-verb agreement error (plural vs singular subject).,...яка охоплює спинний мозок...,high
SB-1127,strain,main-pass,pedagogical-accuracy,P2,Only biological sense; misses stress/pressure sense.,"Add напруга, навантаження.",low
SB-1128,strand,spot-check,pedagogical-accuracy,P2,ua lists 'окремий компонент' sense but def never explains it.,"ua: ""пасмо; нитка; окремий компонент"" | definitionUa: ""1. Кожна з ниток чи волокон, скручених разом у пряжу, мотузку або шнур. 2. Окрема складова частина плану, історії чи проблеми.""",medium
SB-1130,striking,spot-check,grammar,P2,Bare infinitive verb clause instead of adjectival definition.,"ua: ""разючий; вражаючий"" | definitionUa: ""Такий, що привертає увагу; вражаючий, помітний або незвичайний.""",high
SB-1142,substantially,main-pass,other,P2,Duplicated phrase.,Fix duplication.,high
SB-1146,suburban,main-pass,other,P2,Nonsensical duplicated trailing clause.,Remove trailing duplicate.,high
SB-1148,successive,main-pass,russianism-calque,P2,Mismatched finite plural verb defining adjective.,"Такий, що йде один за одним.",medium
SB-1153,suite,main-pass,pedagogical-accuracy,P2,'люкс' narrow to hotel suite; misses general architectural sense.,Add комплекс кімнат; апартаменти.,low
SB-1154,summit,main-pass,pedagogical-accuracy,P2,Missing diplomatic 'summit meeting' sense.,Add саміт.,medium
SB-1182,tactical,main-pass,other,P2,Word repeated.,Що стосується тактики.,high
SB-1193,testimony,main-pass,pedagogical-accuracy,P2,Misses formal/legal court-evidence sense.,"Офіційна заява, подана як доказ у суді.",medium
SB-1196,theatrical,spot-check,pedagogical-accuracy,P2,Only literal theatre sense; misses figurative 'melodramatic/exaggerated' sense.,"ua: ""театральний"" | definitionUa: ""1. Пов'язаний із театром або притаманний йому. 2. Надмірно виразний, показний чи перебільшено драматичний — про поведінку.""",medium
SB-1197,theology,main-pass,russianism-calque,P2,Awkward calque misrepresenting theology.,Систематичне вивчення природи Бога.,medium
SB-1205,thrilled,main-pass,pedagogical-accuracy,P2,'схвильований' ambiguous (anxious or excited).,у захваті,medium
SB-1233,tremendous,main-pass,other,P2,'perfection' unrelated concept appended.,Дуже великий за розміром чи силою.,low
SB-1248,underlying,main-pass,grammar,P2,Finite verb phrase can't modify noun directly as adjective.,що лежить в основі / основний,low
SB-1257,utility,main-pass,circular-definition,P2,"Redundant/circular, ignores second sense.",Корисність; або комунальна служба.,medium
SB-1261,vague,main-pass,other,P2,Unrelated fragment appended.,"Нечітко виражений, розпливчастий.",medium
SB-1262,validity,main-pass,circular-definition,P2,"Circular, word repeated.",Якість бути обґрунтованим чи чинним.,medium
SB-1269,verdict,main-pass,pedagogical-accuracy,P2,'вирок'=sentence/punishment; verdict is jury finding='вердикт'.,вердикт,medium
SB-1271,verse,main-pass,pedagogical-accuracy,P2,"'вірш' means a poem, narrower than general verse form.",віршована форма,medium
SB-1272,versus,main-pass,other,P2,Phrased as verb action not preposition usage.,Прийменник для протиставлення двох сторін.,medium
SB-1281,violation,main-pass,circular-definition,P2,Circular.,"Порушення закону, правила чи угоди.",medium
SB-1299,whilst,main-pass,other,P2,Garbled leftover dictionary text.,Сполучник 'в той час як'.,medium
SB-1306,wipe,main-pass,other,P2,Untranslated garbled source-note remnant.,Remove parenthetical.,high
SB-1313,yell,main-pass,grammar,P2,Broken calqued participle form.,Remove 'гукаючий'.,medium
SB-1321,authority,spot-check,pedagogical-accuracy,P2,ua lists 'авторитет'(expert) sense but def never covers it.,"ua: ""орган влади; повноваження; авторитет"" | definitionUa: ""1. Влада чи право віддавати накази й ухвалювати рішення. 2. Офіційний орган, наділений такою владою. 3. Визнаний знавець (експерт) у певній галузі.""",high
