id,word,pos,ua,definitionUa,disposition,category,evidence,confidence,provenance,proposed_target,proposed_value
SB-0900,prescription,n.,рецепт,"Письмове розпорядження від уповноваженого практикуючого лікаря про надання ліків або інше лікування, наприклад (офтальмологічне) спеціальні лінзи, необхідні для пари окулярів.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0903,preside,v.,головувати,Діяти як президент або голова.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0904,presidency,n.,президентство,Посада або роль президента.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0905,presidential,adj.,президентський,Що стосується президента чи президентства.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0906,prestigious,adj.,престижний,Високого престижу.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0907,presumably,adv.,мабуть,Здатний бути розумно припущеним.,P1,pos-morphology,Adverb presumably is defined as the adjective presumable: 'Здатний бути ... припущеним'.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-0910,prevalence,n.,поширеність,Якість або умова переважання; широке розширення або поширення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0911,prevention,n.,профілактика,"Будь-які заходи, спрямовані на обмеження ризиків для здоров’я (такі як інформаційні кампанії, вакцинація, рання діагностика тощо).",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0912,prey,n.,здобич,"Жива істота, зазвичай тварина, яку їсть інша жива істота.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0914,privatization,n.,приватизація,Передача компанії або організації з державної власності та контролю в приватну.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0915,privilege,n.,привілей,"Конкретна користь, перевага або послуга; право чи імунітет, яким користуються одні, але не інші; прерогатива, пільговий режим.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0917,problematic,adj.,проблематичний,Постановка проблеми; мати або страждати від проблеми(-й):,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0919,proceeds,n.,доходи,Дохід; валовий дохід.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0920,processing,n.,обробка,"Дія пошуку, зберігання, класифікації, обробки, передачі тощо даних, особливо за допомогою комп’ютерних технологій.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0921,processor,n.,процесор,"Пристрій, який обробляє, змінює щось (комп’ютерний процесор, кухонний комбайн тощо).",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0924,productivity,n.,продуктивність,"Стан продуктивності, плідності або ефективності.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0925,profitable,adj.,прибутковий,Отримання прибутку.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0928,prominent,adj.,видатний,"Ймовірно, приверне увагу своїм розміром або розташуванням; помітний.",P2,pos-style,"The future clause 'Ймовірно, приверне' is awkward for an adjective though the intended sense remains recoverable.",medium,Codex seed-20260914 blinded acceptance challenge,,
SB-0930,propaganda,n.,пропаганда,"Агітація, реклама, публічна комунікація, спрямована на вплив на аудиторію та просування порядку денного.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0936,prosperity,n.,процвітання,Умова процвітання: наявність удачі та багатства.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0937,protective,adj.,захисний,Служить або призначений для захисту.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0938,protocol,n.,протокол,"Набір формальних правил, що описують, як передавати або обмінюватися даними, особливо через мережу.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0939,province,n.,провінція,"Адміністративний підрозділ деяких країн, зокрема Канади та Китаю.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0943,psychiatric,adj.,психіатричний,Психіатрія або пов'язана з нею.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0944,pulse,n.,пульс,"Зазвичай регулярне серцебиття відчувається, коли артерії поблизу шкіри (наприклад, на шиї чи зап’ясті) стиснуті, спричинене серцем, що прокачує через них кров.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0949,quota,n.,квота,"Зазначене число або відсоток, який може служити, наприклад, максимумом, мінімумом або ціллю.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0952,rage,n.,лють,Сильний неконтрольований гнів.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0955,ranking,n.,рейтинг,Відносне розміщення в списку.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0956,rape,"n., v.",зґвалтування,Примушувати (когось) до статевого акту чи інших сексуальних дій без його згоди.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0957,ratio,n.,співвідношення,"Число, що представляє порівняння між двома названими речами.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0959,ray,n.,промінь,Промінь світла або випромінювання.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0963,rear,"adj., n.",задній,"Задня або крайня задня частина; те, що позаду, або останнє за порядком.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0965,reassure,v.,заспокоювати,Запевнити заново; відновити довіру до; звільнитися від страху чи невпевненості в собі.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0966,rebel,n.,повстанець,"Людина, яка чинить опір встановленій владі, часто насильницький.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0967,rebellion,n.,повстання,Збройний опір встановленому уряду чи правителю.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0968,recipient,n.,одержувач,"Той, хто отримує.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0969,reconstruction,n.,реконструкція,"Дія реконструкції чогось, не обов’язково до попереднього стану.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0970,recount1,v.,докладно розповідати; переказувати,Докладно розповідати про подію або послідовність подій.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0971,referendum,n.,референдум,Пряме всенародне голосування щодо запропонованого закону чи конституційної поправки.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0972,reflection,n.,відображення,Акт відображення або стан відображення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0974,refuge,n.,притулок,"Місце, що забезпечує безпеку, захист або притулок.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0975,refusal,n.,відмова,Акт відмови.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0977,regardless,adv.,незалежно,Не звертаючи уваги на; ігнорування.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0979,regulator,n.,регулятор,"Пристрій, який контролює або обмежує щось.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0980,regulatory,adj.,регулятивний,Регулювання чи відношення до нього.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0981,rehabilitation,n.,реабілітація,Процес реабілітації когось або чогось.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0983,rejection,n.,відмова,Акт відхилення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0984,relevance,n.,релевантність,Властивість або стан релевантності чи доречності.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0987,remainder,n.,залишок,"Частина або частини, що залишилися після того, як деякі були видалені або вже виникли.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0990,reminder,n.,нагадування,"Хтось або щось, що нагадує.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0993,renew,v.,відновити,Знову робити (щось) нове; для відновлення свіжості або початкового стану.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0995,rental,n.,оренда,Плата за оренду чогось.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0996,replacement,n.,заміна,"Особа або предмет, що займає місце іншого; замінник.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-0999,reproduce,v.,відтворювати,Для створення або розмноження потомства або організмів статевим або нестатевим шляхом.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1000,reproduction,n.,відтворення,Акт біологічного відтворення нових особин.,P2,semantic-scope,Only biological reproduction is supplied; common copying/duplication senses are omitted.,medium,Codex seed-20260914 blinded acceptance challenge,,
SB-1001,republic,n.,республіка,"Держава, де суверенітет належить народу або його представникам, а не монарху чи імператору; країна без монархії.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1003,reside,v.,проживати,Проживати постійно або на тривалий час; мати постійне місце проживання на час; залишатися надовго.,P1,grammar-semantic,'мати постійне місце проживання на час' is internally contradictory and not idiomatic Ukrainian.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1006,residue,n.,залишок,"Те, що зберігається або залишається після видалення або усунення інших елементів.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1009,respective,adj.,відповідний,"Що стосується конкретних осіб або речей, кожен до кожного; особливий; власні.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1010,respectively,adv.,відповідно,"У відносний спосіб; часто використовується під час порівняння списків масивів, де цей термін означає, що елементи в списках відповідають один одному в тому порядку, в якому вони вказані.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1015,retrieve,v.,отримати,Отримати чи дістати щось назад; повернути собі.,P1,semantic-pedagogical-error,learner-facing ua 'отримати' is too generic and omits the essential back/recover direction that definitionUa supplies; ua conflicts with definitionUa.,high,R1-listed defect; severity normalized to P1 by Codex acceptance review,ua,повернути; дістати назад
SB-1016,revelation,n.,одкровення,Акт виявлення або розголошення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1018,reverse,v.,змінювати на протилежне; рухатися назад,"Змінювати напрям, порядок або результат на протилежний; також рухатися назад.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1020,revive,v.,оживити,"(фігуративно) Змусити (щось) вийти зі стану занепаду, занедбаності, забуття чи невідомості; знову зробити (щось) активним або жвавим; реанімувати, оживляти.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1022,rhetoric,n.,риторика,"Мистецтво використання мови, особливо публічних виступів, як засобу переконання.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1024,riot,n.,бунт,"Бурхливе порушення громадського порядку великою групою людей, що часто супроводжується насильством або пошкодженням майна.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1025,rip,v.,рвати; розривати,"Розділяти або відокремлювати частини (особливо чогось тендітного, наприклад, паперу чи тканини), розрізаючи чи розриваючи; гвалтом відірвати або вирвати.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1026,ritual,n.,ритуал,"обряд; повторюваний набір дій, особливо в релігійному контексті.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1031,rotation,n.,обертання,Акт повороту навколо центру або осі.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1033,rumour,n.,чутка,"Неперевірена інформація, яка поширюється між людьми.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1037,saint,n.,святий,"Померла особа, яку церква чи інша релігійна група офіційно визнала особливо святою чи благочестивою; один видатний для благочестя та чесноти.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1041,scattered,adj.,розкиданий,"Розпорошені, розбиті на роз'єднані одиниці.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1042,sceptical,adj.,скептичний,Схильний сумніватися в правдивості або обґрунтованості твердження.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1045,scrutiny,n.,перевірка,Інтенсивне вивчення когось або чогось.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1047,secular,adj.,світський,"Не особливо релігійний; світський або цивільний, на відміну від духовного.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1048,seemingly,adv.,здавалося б,Як з'являється; мабуть.,P1,grammar-calque,'Як з'являється' is a false calque of 'as it appears'; Ukrainian requires 'як видається/на перший погляд'.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1049,segment,n.,сегмент,"Одна з частин, на яку природно поділяється або ділиться будь-яке тіло; розділена або відрізана частина; розділ; порція.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1051,seldom,adv.,рідко,"Нечасто, рідко.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1057,separation,n.,розділення,Акт роз'єднання двох або більше речей або умова роз'єднання.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1058,serial,adj.,серійний,Маючи відношення до або розташовані в ряд.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1060,set-up,n.,установка,"Спосіб організації або комплект обладнання, підготовлений для певної мети.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1062,shareholder,n.,акціонер,"Той, хто володіє акціями корпорації.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1063,shatter,v.,розбити,Сильно розбивати що-небудь на частини.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1065,sheer,adj.,чистий,прямо; повний; чистий.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1066,shipping,n.,доставка,Перевезення вантажів.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1068,shrink,v.,скорочуватися,Стати меншим; контрактувати.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1069,shrug,v.,знизати плечима,"Підняти (плечі), щоб висловити невпевненість, відсутність занепокоєння, (раніше) страх тощо.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1072,simulation,n.,моделювання,"Щось, що імітує систему чи середовище, щоб передбачити реальну поведінку.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1073,simultaneously,adv.,одночасно,Відбувається одночасно.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1074,sin,n.,гріх,Порушення божественної волі або релігійного закону.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1075,situated,adj.,розташований,Знаходиться в конкретному місці.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1076,sketch,n.,ескіз,"Швидко виконаний малюнок від руки, який не передбачається як закінчена робота, часто складається з безлічі ліній, що накладаються один на одного.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1078,slam,v.,грюкнути,"Закрити з раптовою силою, щоб створити удар і шум.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1081,slavery,n.,рабство,"Інститут або соціальна практика володіння людьми як власністю, особливо для використання в якості примусової праці.",P1,other,definitionUa uses the mild russianism/calque 'в якості примусової праці' (в качестве -> в якості); idiomatic Ukrainian prefers 'як примусову працю'/'у ролі'. Corroborated by the CP2 mechanical calque detector.,low,R1-listed defect; severity normalized to P1 by Codex acceptance review,definitionUa,"Інститут або соціальна практика, за якої одні люди володіють іншими як власністю та примусово використовують їхню працю."
SB-1082,slot,n.,слот,"Вузька западина, перфорація або отвір; особливо, один для прийому шматка, що підходить або ковзає в нього.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1083,smash,v.,розбити,Сильно ламати (щось крихке).,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1085,soak,v.,замочити,Насичуватися рідиною шляхом занурення в неї.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1086,soar,v.,парити,"Літати високо без зусиль, як птах.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1087,socialist,adj.,соціалістичний,"Відносно, підтримка чи пропаганда соціалізму.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1089,solely,adv.,виключно,поодинці; виключно.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1091,solidarity,n.,солідарність,"Узи єдності чи згоди між індивідами, об’єднаними навколо спільної мети або проти спільного ворога, як-от принцип об’єднання, який визначає робітничий рух; взаємопідтримка всередині групи.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1092,solo,"adj., n.",соло,"Робота або виконання, виконане однією особою.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1094,sovereignty,n.,суверенітет,"Нації чи іншого державного устрою: стан здатний контролювати ресурси, самостійно приймати закони та іншим чином керувати собою без примусу чи згоди інших держав.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1095,spam,n.,спам,Небажані масові електронні повідомлення.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1096,span,"v., n.",охоплювати; тривати,Протягнути через відстань між або впоперек.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1099,specialized,adj.,спеціалізований,Має високу кваліфікацію в конкретній галузі або спеціально адаптована до неї.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1100,specification,n.,специфікація,"Чіткий набір вимог, яким має задовольняти матеріал, продукт або послуга.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1101,specimen,n.,зразок,"Окремий екземпляр, який представляє клас; приклад.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1102,spectacle,n.,видовище,"Захоплююча або надзвичайна сцена, виставка, вистава тощо.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1108,spotlight,n.,центр уваги; прожектор,Центр уваги; головна або найважливіша частина.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1111,squad,n.,загін,"Група людей, організована для якоїсь спільної мети, зазвичай із десяти членів.",P1,semantic-pedagogical,The claim that a squad usually has ten members is over-specific and false across ordinary military and nonmilitary senses.,high,Codex seed-20260914 blinded acceptance challenge,,
SB-1112,squeeze,v.,стискати,Чинити тиск одночасно з двох або більше сторін.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1114,stability,n.,стабільність,"Умова стабільності або рівноваги, а отже, стійкості до змін.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1115,stabilize,v.,стабілізувати,Зробити стабільним.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1118,stark,adj.,разючий; суворий,"Простий на вигляд; безплідний, безлюдний.",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1119,statistical,adj.,статистичний,Статистики або пов’язані зі статистикою.,needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
SB-1120,steer,v.,керувати,"Керувати курсом судна, транспортного засобу, літального апарату тощо (за допомогою такого пристрою, як стерно, весло або штурвал).",needs-human,pending-r2-adjudication,No fresh R2 adjudication recorded; the R1 clean disposition is intentionally not inherited.,,R2 intake pending fresh stable-ID review,,
